Date of Article,name,position,text,PTR Sentiment,Flair Sentiment,Flair Score
2024-11-24,Frederic Hamon,Chirurgien ophtalmologiste specialisé en Retine,"Question is still, alas , if a cheap treatment could interest a lot of people, comparing to the lot of money expected with new expansive treatments ? Perhaps mainly the patients ? “For patients battling the relentless advance of geographic atrophy (GA), a severe form of age-related macular degeneration (AMD), 2023 marked a game-changing moment as the US Food and Drug Administration (FDA) greenlit not one, but two revolutionary treatments: pegcetacoplan injection (SYFOVRE) and avacincaptad pegol (IZERVAY).  => However, despite these agents achieving the first FDA approvals, they may not have marked the completion of the GA treatment journey. Although designed to halt the progression of GA, both pegcetacoplan and avacincaptad pegol fall short of preventing the disease or improving a patient’s visual acuity +++ (…) Beyond its primary use as an anti-diabetic medication, metformin has been linked to anti-aging and neuroprotective properties. (…) As AMD is a disease of the retina, and if indeed, metformin has anti-aging properties, it can also affect macular degeneration,” Dimitra Skondra , MD, PhD, an associate professor of ophthalmology and visual science at University of Chicago , told HCPLive. “That will be an attractive candidate because it’s a non-invasive way that can be used for a more preventive intervention before people go to the advanced stages and more targeted interventions are needed.” (…) In the search for alternative agents to treat GA, metformin is an attractive candidate, not just for its well-tested nature in diabetes, but also for an impressive clinical data set for AMD. Multiple observational studies have reported a protective effect of metformin against the likelihood of AMD development, including dry AMD. (…) => in Skondra’s view, metformin could already slot into the treatment armamentarium as an early-stage treatment, working to delay the progression to GA in a non-invasive matter.Given this promising evidence base, Skondra urged the need for a prospective clinical trial before wider implementation of metformin for GA.  “[Metformin’s] almost the perfect candidate for a non-invasive strategy to target patients when they’re earlier in the disease stage,” Skondra said. “It’s safe, affordable, and may help delay the process until they go to advanced stages of wet AMD or GA in particular.”",0.5276,NEGATIVE,0.9964
2024-11-24,Vidhan Singh,Physical Design Engineer at AMD,I’m happy to share that I’m starting a new position as Senior Silicon Design Engineer at AMD!,0.6058,POSITIVE,0.997
2024-11-24,eWeek,"4,562 followers",IBM AI Accelerator Expands With Game-Changing AMD Collaboration https://lnkd.in/g3jhYrNa  hashtag #technews,0.5612,POSITIVE,0.9972
2024-11-24,Byte Capsule,"1,680 followers","🪲 প্রফেশনাল বাগ হান্টিং লাইভ কোর্সে রেজিষ্ট্রেশন শুরু হয়েছে 🇧🇩  বাংলাদেশে প্রথমবার ৩৫০+ মেথড নিয়ে সাজানো সবচেয়ে Advanced ওয়েব এপ্লিকেশন সিকিউরিটি টেস্টিং এবং প্রফেশনাল বাগ হান্টিং কোর্স!!  Introducing Our Upcoming Capsule from👾  --- Course in Bangla 🪲  Course Title: Professional Bug Hunting & Advanced Web Application Security Testing  Course Details:  - Total Classes: 40 (Live Class in Bangla Language) - Class Duration: 2 hours per class [Two classes per week - Monday & Thursday ] - Class Time: 9:30 pm to 11:30 pm  🔗Course Module -   🔗 কোর্সের বিস্তারিত পাবেন ও কোর্সে এনরোল করতে পারবেন এই লিংকেঃ  Prerequisites:  1. Basic understanding of Web Technology 2. Prior knowledge of common Web Vulnerabilities 3. Basic knowledge of Web Development & security tools 4. Knowledge of Operating System & Network Fundamentals 5. Knowledge of Scripting and Command-Line Usage 6. Prior experience with Bug Bounty Platforms 7. Comfort with Vulnerability research 8. Ability to think critically and creatively when analyzing Web Applications for vulnerability  Course Objectives of Advanced Web Application Security:  1. Understand the security landscape, modern attack surfaces, and threats. 2. Recognize and mitigate vulnerabilities highlighted by the OWASP Top 10. 3. Detect and secure applications against SQL Injection (SQLi), Cross-Site Scripting (XSS), Cross-Site Request Forgery (CSRF), and Server-Side Request Forgery (SSRF). 4. Secure authentication mechanisms, session management, and prevent Insecure Direct Object References (IDOR). 5. Master advanced security concepts and techniques. 6. Secure Web Applications across different platforms & Apply Secure Development Lifecycle (SDLC) Principles.   Required Machine Configuration:  - Processor: Intel i5 or AMD Ryzen 5 (or equivalent) or higher. - RAM: Minimum 8 GB (Recommended 16 GB for running multiple VMs/Tools smoothly) - Storage: At least 120 GB SSD (Recommended 250 GB or more)  ✅এনরোলমেন্ট শেষ: 12th January, 2025  ✅ক্লাস শুরু: 13th Janury, 2025  ✅কোর্স ফি: 6000 টাকা  🚦🚥 জরুরী যোগাযোগ: +8801796934898 ( বাংলাদেশ সময় সকাল ৯:০০ টা থেকে বিকাল ৫:০০ টা পর্যন্ত )",0.5151,POSITIVE,0.9974
2024-11-24,Engr. Sakib Haque Zisan,Engineer | Pentester | Entrepreneur | Cyber Security Instructor,"🪲 প্রফেশনাল বাগ হান্টিং লাইভ কোর্সে রেজিষ্ট্রেশন শুরু হয়েছে 🇧🇩  বাংলাদেশে প্রথমবার ৩৫০+ মেথড নিয়ে সাজানো সবচেয়ে Advanced ওয়েব এপ্লিকেশন সিকিউরিটি টেস্টিং এবং প্রফেশনাল বাগ হান্টিং কোর্স!!  Introducing Our Upcoming Capsule from👾  --- Course in Bangla 🪲  Course Title: Professional Bug Hunting & Advanced Web Application Security Testing  Course Details:  - Total Classes: 40 (Live Class in Bangla Language) - Class Duration: 2 hours per class [Two classes per week - Monday & Thursday ] - Class Time: 9:30 pm to 11:30 pm  🔗Course Module -   🔗 কোর্সের বিস্তারিত পাবেন ও কোর্সে এনরোল করতে পারবেন এই লিংকেঃ  Prerequisites:  1. Basic understanding of Web Technology 2. Prior knowledge of common Web Vulnerabilities 3. Basic knowledge of Web Development & security tools 4. Knowledge of Operating System & Network Fundamentals 5. Knowledge of Scripting and Command-Line Usage 6. Prior experience with Bug Bounty Platforms 7. Comfort with Vulnerability research 8. Ability to think critically and creatively when analyzing Web Applications for vulnerability  Course Objectives of Advanced Web Application Security:  1. Understand the security landscape, modern attack surfaces, and threats. 2. Recognize and mitigate vulnerabilities highlighted by the OWASP Top 10. 3. Detect and secure applications against SQL Injection (SQLi), Cross-Site Scripting (XSS), Cross-Site Request Forgery (CSRF), and Server-Side Request Forgery (SSRF). 4. Secure authentication mechanisms, session management, and prevent Insecure Direct Object References (IDOR). 5. Master advanced security concepts and techniques. 6. Secure Web Applications across different platforms & Apply Secure Development Lifecycle (SDLC) Principles.   Required Machine Configuration:  - Processor: Intel i5 or AMD Ryzen 5 (or equivalent) or higher. - RAM: Minimum 8 GB (Recommended 16 GB for running multiple VMs/Tools smoothly) - Storage: At least 120 GB SSD (Recommended 250 GB or more)  ✅এনরোলমেন্ট শেষ: 12th January, 2025  ✅ক্লাস শুরু: 13th Janury, 2025  ✅কোর্স ফি: 6000 টাকা  🚦🚥 জরুরী যোগাযোগ: +8801796934898 ( বাংলাদেশ সময় সকাল ৯:০০ টা থেকে বিকাল ৫:০০ টা পর্যন্ত )",0.5151,POSITIVE,0.9974
2024-11-24,Mark Gerngroß,"KI Manager IHK, Master Management with AI (MMAI®) | KI-Transformation, Workshops, KI im Unternehmen","# 𝗔𝗜 𝗪𝗮𝗸𝗲-𝘂𝗽 𝗡𝗲𝘄𝘀  Diese Ausgabe der AI Wake-up News wurde zu 100% automatisiert erstellt und gepostet. Die News können daher Fehler enthalten.  1. **Tesla und neue autonome Fahrzeuge**: Tesla plant die Einführung des Cybercab, ein autonomes E-Fahrzeug ohne Lenkrad, bis 2026 und den Robovan, der bis zu 20 Passagiere transportieren kann. (Quelle: KI Magie Newsletter)  2. **Nobelpreis für KI-Pioniere**: Geoffrey Hinton und John Hopfield erhielten den Nobelpreis für ihre Arbeiten an neuronalen Netzen. Hinton äußerte auch Bedenken über den potenziellen Missbrauch von KI. (Quelle: KI Magie Newsletter)  3. **Zooms neue KI-Avatare**: Zoom entwickelt KI-Avatare, die Nutzer in Meetings vertreten und Nachrichten übermitteln können. Sicherheitsmaßnahmen sind geplant, um Missbrauch zu verhindern. (Quelle: KI Magie Newsletter)  4. **OpenAI's Umsatzprognose**: OpenAI erwartet bis 2029 einen Umsatz von über 101 Milliarden Dollar, mit einem starken Fokus auf ChatGPT und API-Verkäufe, und plant eine Restrukturierung als Public Benefit Corporation. (Quelle: KI Magie Newsletter)  5. **Meta's KI-Werbeinnovationen**: Meta testet KI-Tools, die statische Bilder in dynamische Videos umwandeln, womit die Qualität der Anzeigen auf Facebook und Instagram gesteigert werden soll. (Quelle: KI Magie Newsletter)  6. **Google Gemini's Imagen 3**: Der neue Bildgenerator Imagen 3 von Google ermöglicht kostenlose Bildgenerierungen, wobei für menschenbezogene Bilder ein Upgrade zur Premium-Version erforderlich ist. (Quelle: KI Magie Newsletter)  7. **AMD's KI-Chip-Produktion**: AMD startet die Massenproduktion des KI-Chips MI325X, um im Wettbewerb mit Nvidia zu bleiben, und plant die nächste Generation MI350 für 2025. (Quelle: KI Magie Newsletter)",0.5099,POSITIVE,0.9956
2024-11-24,CareerBuilderHQ,226 followers,𝐂𝐥𝐢𝐜𝐤 𝐡𝐞𝐫𝐞 𝐓𝐨 https://lnkd.in/ds2-Hg_v 𝐠𝐞𝐭 𝐰𝐞𝐥𝐥-𝐫𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐫𝐞𝐩𝐨𝐫𝐭  hashtag #AutonomousDrivingHighCalculusChipMarket  hashtag,0.5,POSITIVE,0.6741
2024-11-24,Paul S.,Director of Electronics Engineering,"Out of character sales post... but throwing this out there.   I currently have a very large inventory of Xilinx(AMD) Ultrascale+ FPGAs that I'd like to find a home for. Message me if you know anyone in immediate need of some 'XCVU13P'.  I have a PCIe HHHL card designed for them as well if anyone needs a ready to use sub-system. (Gen3 x16, 2x QSFP28, and chipdown DDR4)",0.5387,NEGATIVE,0.9991
2024-11-24,Foongyam. C.,Talent Advisor Section Manager,"We're the only company in the world with both high-performance computing & high-performance graphics technology and the expertise to combine them into custom solutions. Be at the forefront of technology and engineering, join AMD.   Learn more about our SMTS Silicon Design Engineer (Infrastructure & Methodology) role in Bayan Lepas, Malaysia:",0.5842,POSITIVE,0.9967
2024-11-24,Verónica Castro,Client Experience Specialist at Connection Enterprise,Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/23/2024,Best Computer Repair,389 followers,AMD pushes GPU advantage with HPC top spot | Computer Weekly https://lnkd.in/eetvSztE,0.5513,POSITIVE,0.9435
11/23/2024,David Deitch,Delivering Crystal Reports Solutions That Tell Your Business Information Story,"From commercial devices to data centers, AMD continues to try to knock Intel and NVIDIA down the leaderboard of heavy-duty AI processors.",0.5817,NEGATIVE,0.9995
11/23/2024,Network Professional Association® (NPA),576 followers,"From commercial devices to data centers, AMD continues to try to knock Intel and NVIDIA down the leaderboard of heavy-duty AI processors.",0.5817,NEGATIVE,0.9995
11/22/2024,TechSpot,"1,963 followers",AMD's budget Krackan Point APU with Zen 5 cores spotted on Geekbench,0.5533,NEGATIVE,0.9975
11/23/2024,Verónica Castro,Client Experience Specialist at Connection Enterprise,Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/22/2024,Mohammed Hassen Mohamed,Entrepreneur at SOA Academy,"The Latest, Fastest, and Most Intelligent Chips: Development, Power, and Global Leadership:   The rapid evolution of computer chips underpins modern technological advancements, from consumer devices to AI supercomputers.  This article explores the latest breakthroughs in chip technology, focusing on their power, processing capabilities, development history, and the global race for dominance.  The Fastest Chips in the World Recent developments have brought us chips like Intel's Core i9-14900K, AMD's Ryzen 9 7945HX3D, and Apple's M2 Ultra.  These processors deliver exceptional performance, with clock speeds reaching up to 6.0 GHz in the case of Intel's flagship desktop processor.  AMD's Ryzen series offers groundbreaking 3D V-Cache technology, while Apple’s M2 Ultra boasts 24 CPU cores and 76 GPU cores, optimized for multitasking and professional workloads.  AI Supercomputing Chips The Cerebras Wafer Scale Engine 3 (WSE-3) is a revolutionary AI chip featuring 4 trillion transistors and 900,000 AI cores.  Designed for massive AI computations, it powers systems like the Condor Galaxy 3, capable of performing 8 exaFLOPs (1 exaFLOP = 1 quintillion operations per second). This makes it a key player in training next-generation AI models, far surpassing current standards.  Development and Investments Developing cutting-edge chips requires significant investment and innovation. For instance, Cerebras Systems has heavily invested in its Wafer Scale Engine, while companies like Nvidia and AMD continue to refine GPU and CPU technologies.  Governments are also stepping in; the U.S. CHIPS Act allocated billions to semiconductor research and manufacturing, aiming to reduce reliance on overseas production.  Global Leadership in Chip Technology The race for chip supremacy is led by countries like the United States, China, and South Korea.  The U.S. dominates in AI-specific chips with companies like Nvidia, AMD, and Intel, while Taiwan, through TSMC, remains the leader in chip fabrication.  China is rapidly catching up, investing heavily in semiconductor self-sufficiency to counter export restrictions.  Future of Chip Technology The future of chip technology lies in quantum  Conclusion:  Chips are the backbone of modern technology, driving advancements in AI, supercomputing, and consumer devices. As the global race for semiconductor leadership intensifies, investments and innovation will determine the future trajectory of this critical industry.",0.5442,POSITIVE,0.9991
11/22/2024,Max Zhang,CTOL Digital Solutions: Pioneering Swiss Intelligence and Digital Tech Services (I’m sorry I can’t respond to all messages right now as we’re focused on our main projects. Thank you so much for understanding!),"Exciting times are ahead for gamers and tech enthusiasts! Recent leaks around NVIDIA's upcoming RTX 5070 Ti reveal the Blackwell architecture is set to redefine performance standards.  The anticipated specs, including 8,960 CUDA cores and revolutionary capabilities tailored for both gaming and AI, highlight a significant leap from its predecessor, the RTX 4070 Ti.  This shift underscores NVIDIA’s strategic vision of merging gaming efficiency with powerful AI integration. The use of advanced Tensor Cores and improved fabrication processes indicates a strong focus on innovation and performance.  As competitors like AMD and Intel gear up with their offerings, the race for supremacy in the GPU market is heating up. For gamers, the promise of smoother experiences and enhanced ray tracing technologies is a thrilling prospect.  Stay tuned as we count down to CES 2025—this is just the beginning of a new era in graphics! What are your thoughts on this development?",0.5385,POSITIVE,0.9995
11/22/2024,Robert McIntosh,"Introducing Connection to professionals seeking smart, cutting-edge technology.",Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/22/2024,Roberta V.,Sr. Proposal Manager at Hewlett Packard Enterprise,"' hashtag #HPE's new  hashtag #AI  hashtag #servers tap  hashtag #Nvidia, AMD, Intel GPUs for  hashtag #supercomputer flexibility.'",0.5878,POSITIVE,0.9947
11/22/2024,Harish Killada,PHYSICAL DESIGN ENGINEER trainee at MAVEN SILICON | Bengaluru | 2024 batch Anil Neerukonda Institute of technology and science (ANITS),"Hello everyone, Today we will discuss about Floorplan  📌Floorplanning is a process of determining the placement of macros and I/O ports.  ◾️A well and perfect Floorplan leads to an ASIC Design with higher performance and optimum area. On the other hand, a bad floorplan can create issues in the design like congestion, timing, IR drop, routing issues.  ◾️Before we are going for the floorplanning to make sure that inputs are used for floorplan is prepared properly. ▶️Inputs for Floorplan: 1. Netlist(.v) 2. Technology file (tech file) 3. Timing Library file(.lib) 4. Physical Library(.lef) 5. Synopsys Design Constraints(.sdc) 6. TLU+ file  ▶️Objectives of Floorplan 1. Seed for optimal place and route 2. Minimize congestion 3. Meet timing targets 4. Optimize data-flow  ▶️Tasks of Floorplan 1. Deciding the size of the block 2. Deciding the shape of the block 3. IO port placement 4. Macro placement 5. Physical only cells placement  ▶️Floorplanning Checklist • All I/O Ports are placed and in fixed state. They should be on track. • All Macros are placed in correct orientation and in fixed state. • No Macros are overlapping. • IO port routing should not be blocked by macro placement. • Blockages should be used as needed. • Use: check_legality.  Insemi Technology Services Pvt. Ltd. Micron Technology Blueberry Semiconductors NXP Semiconductors Samsung Semiconductor Gaafet Semiconductor Pvt Ltd VLSI FOR ALL Pvt Limited -Large-Scale Integration (VLSI) Quest Global DPIIND Incise Infotech Private Limited SignOff Semiconductors AMD LeadSoc Technologies Pvt Ltd Synopsys Inc Si14 Semiconductor Pvt. Ltd. Mirafra Technologies VALSOC Semiconductor Pvt Ltd ChipEdge Technologies Pvt Ltd Tessolve ACL Digital CoreIC Technologies",0.5203,POSITIVE,0.9963
11/22/2024,YANG,23 followers,"Lawrence Livermore National Laboratory introduced El Capitan, now officially the world’s most powerful supercomputer, claiming the top spot on the TOP500 list. Built with Hewlett Packard Enterprise and AMD, the exscale system can perform over 1 quintillion FLOPS, aiding the National Nuclear Security Administration in modeling nuclear weapons without actually requiring them to explode the bombs. Featuring 11,000 compute nodes and 5.4 petabytes of memory, El Capitan is set to revolutionize nuclear research and advanced simulations.",0.5173,POSITIVE,0.9985
11/22/2024,Roger Behr,Interim Manager / General & Lean Supply Chain Management,"Nvidia: the most valuable company in the world! (Nov 21, 2024) The release of Q3 FY25 quarterly figures shows that Nvidia is continuing its formidable growth trend. Nvidia shares have risen up almost 200% in 2024 and up to 1000% in the last 2 years, making Nvidia the most valuable company in the world with a market cap of $3.6 trillion (Apple $3.45 trillion). Nvidia even reached a new all-time high today.  Although the company has struggled to keep up with demand and faced production difficulties this year, no other chipmaker managed to take market share from Nvidia. Its revenue is on track to double for the second year in a row, generating more money in gross profit than it used to generate in revenue, thanks to a 75% gross profit margin.  Nvidia's data center division now generates more revenue than its two closest competitors, Intel and AMD, combined.  Nvidia's flagship product is its AI (accelerator) chip, which facilitates the development of artificial intelligence models by processing massive amounts of data. Since OpenAI’s ChatGPT launch in 2022, a rush for AI services has generated insatiable demand for such chips.  Major Nvidia customers such as Microsoft, Amazon’s AWS and Meta have reiterated their willingness to invest in AI infrastructure, although few have actually made that spending so far.  The company hopes to stay ahead of its rivals by accelerating the pace of innovation. This requires a commitment to update the product line annually. Nvidia is currently introducing Blackwell, a graphics processing unit (GPU) microarchitecture, which is faster and offers improved ability to interface with other chips. This innovation is expected to impact results early next year, although production challenges have delayed its launch. For now, Nvidia can’t keep up with all incoming orders, according to CEO, Jensen Huang. He is confident that once production improves, supplies will be plentiful, assuming that no faster and cheaper chips have been brought to market by competitors in the meantime.  However, investor enthusiasm for artificial intelligence may be outpacing reality. There seems to be a rotation in the stock markets from mega-caps to mid-caps. And by the way, Bitcoin is aiming for $100,000 with a market cap of almost $2 trillion.",0.5739,POSITIVE,0.7433
11/22/2024,CRN,"67,919 followers",New analysis from Dylan Martin: NVIDIA earned nearly 75 percent more revenue than Intel and AMD combined in their recently completed quarters—another sign of how Nvidia has seized on its dominance in the fast-growing AI computing market to tower over its closest chip rivals.,0.584,NEGATIVE,0.6763
11/21/2024,XDA,"5,823 followers","Intel’s dominance in the CPU market is being tested, with AMD Ryzen 7 9800X3D showing strong early sales performance. As retailers struggle to keep the 9800X3D in stock, could this signal a changing of the guard? 💂🖥",0.5826,NEGATIVE,0.9879
11/21/2024,Lends וי Khouchane,President Stellarus Labs Official Qubic 'I Ambassador France 🇫🇷 optimizations Hardware builder community 🥷🛡️CryptoMinersCorps,"🔹 hashtag #FWYK this is Qubic Miners Corps : Top-Tier Performance! 🔹  Unprecedented Records in CPU Mining!⛏️  During epoch 136, a single CPU achieved an impressive score of 316 iterations per second (ITS) , significantly outperforming other miners using the same processor, who average around ~230 ITS . 💪 This leap forward perfectly showcases the impact of our continuous hardware and software optimizations and the overall enhancement of network performance.  👉 Attractive Rewards: Up to $40 per solution! Thanks to ongoing optimizations and the increasing power of the mining network, current block rewards range from $2 to $40. 💰 This growth highlights a network that increasingly values CPUs, adapting to offer ever-more rewarding opportunities for participants.  Why does this matter? - An Optimized Network: Each epoch brings improved stability and efficiency, benefiting all miners. - CPU Empowerment:These results prove that CPUs can compete with other hardware thanks to our technological approach.  Stay tuned for more updates, and keep mining with us to unlock the full potential of your hardware.",0.5218,POSITIVE,0.9998
11/21/2024,Lenovo Infrastructure Solutions Group,"53,214 followers","We're seeing stars & solutions! 🌟🌠  With Lenovo, AMD, and NVIDIA AI, the Cardiff University School of Engineeringis using 90 ThinkSystem servers to power groundbreaking research into the origins of the universe and star formation.  Dive into the galaxy and boost HPC performance:",0.5427,POSITIVE,0.9998
11/21/2024,Allan Kaye,"Co-Founder and Managing Director at Vespertec | Innovative Open Infrastructure | Servers, Storage, and Networks for Data Centres","Christmas seems to come earlier every year - and our partner NVIDIA just gave infrastructure specialists an awesome early gift!  The H200 GPU is now available in PCIe card format - and with a 4 way NVLink bridge kit!  What does this mean?  H200 in regular PCIe card format is extremely useful in itself given the 141GB of HBM memory onboard. In addition, the bridging kit means users can connect up to 4 x H200 PCIe GPU's together over NVLink (and PCIe).  The cards can be deployed in a wide variety of industry-standard//-based server platforms for which suitable systems have been on the market for several years.  Given the 141GB of HBM memory onboard in each GPU, that's 564GB across the four cards.  Performance is slightly down vs the 8 way SXM based H200 equivalent due to the PCIe card being limited to 600W but we see a wide variety of use cases for which this architecture will fit. For example, private LLM, the 4 way architecture will facilitate the use of larger models with higher levels of precision and throughput.  Has this news got you hungry to learn more about NVIDIA’s AI infrastructure? Check out my blog laying out all you need to know!",0.5243,POSITIVE,0.9999
11/21/2024,asad rasheed,optical at al yaqoob eye trust,"Suspected six-core version of AMD Krackan Point processor appears in test records, 3+3 dual-cluster CPU",0.54,NEGATIVE,0.9994
11/21/2024,Jeffrey Cooper,"Technology Author, Blogger, & Consultant | ex-Sourcing Lead at ASML | ex-Director Supply Chain at ABB | ex-Finance Mgr. at GE","Nvidia Forecast Fails to Meet Wall Street lofty forecast estimates (2 min read)  In the fiscal third quarter ending October 27, 2024, Nvidia reported revenue of $35.1 billion, a staggering 94% year-over-year increase. However, Wall Street's focus shifted to Nvidia's Q4 forecast, which, while exceeding average analyst expectations of $37.1 billion with a projection of $37.5 billion, fell short of the loftiest estimates of $41 billion. This tempered some of the AI-fueled enthusiasm around the company. Despite production delays for its new Blackwell chips and supply constraints, Nvidia's growth remains remarkable, driven by insatiable demand for its AI accelerator chips from industry giants like Microsoft, Amazon, and Meta. CEO Jensen Huang underscored the company's commitment to annual innovation and the transformative potential of AI across industries. Although manufacturing hurdles are slowing progress, Nvidia's dominance in AI hardware remains unshaken, even as cautious investors pushed shares down 4%.  My Take  Nvidia’s tempered outlook for Q4 reflects the natural ebb in hype cycles but underscores the company’s operational bottlenecks more than market saturation. Its commitment to annual innovation, demonstrated by Blackwell, is an ambitious strategy to maintain dominance, though it risks stretching supply chains thin. As AI adoption spreads across industries and nations, Nvidia’s challenge will be balancing demand with production scalability to avoid missed opportunities. With competitors like AMD and Intel ramping up their efforts, Nvidia’s leadership in AI hardware is secure for now—but only if it can execute flawlessly on its promises.       Link to article:   Credit:  Bloomberg  Get Ahead with the Latest Tech Insights! Explore my blog:",0.5561,NEGATIVE,0.8052
11/21/2024,heise online English,68 followers,AMD supplies Microsoft with a customized x86 server processor that drives High Bandwidth Memory (HMB3).,0.5529,POSITIVE,0.9898
11/21/2024,Aness Hussein Ali,"🟢 Join 300k investors on @StocksToBuyNow.ai 👏🏼 Wish you too bought Nvidia at $5 before it reaches $130? 🎯15 years in investing, racing with Warren Buffett, Pelosi and Cathie Wood 📈","🚨BREAKING: Nvidia’s Q3 earnings exceeded expectations, with EPS at $0.81 and revenue of $35.1 billion, surpassing forecasts of $0.74 EPS and $33.2 billion revenue.  The company projects $37.5 billion in revenue for the next quarter, slightly above Wall Street’s $37 billion prediction.  Key segments performed strongly: - Data Center: $30.8 billion, beating $29 billion estimates. - Gaming: $3.3 billion, surpassing $3 billion expectations.  CEO Jensen Huang emphasized the “age of AI” driving demand for Nvidia chips, including the upcoming Blackwell GPU, set to ramp production soon despite supply constraints.  Nvidia’s stock is up 192% in 2024, vastly outpacing competitors AMD and Intel, but potential tariffs under a Trump administration could pose future challenges.  The stock is down after hours as the earnings beat percentage has been declining over time, signaling that investor expectations were too high. Nevertheless, Jensen Huang has been doing an exceptional job steering Nvidia through the AI boom.  With Bitcoin rallying, Nvidia could gain additional momentum next quarter as demand for high-performance GPUs surges.",0.559,POSITIVE,0.7728
11/21/2024,Verónica Castro,Client Experience Specialist at Connection Enterprise,Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/20/2024,Spear,358 followers,"Exciting news! Our Data Center Primer just dropped! 🚀  With NVIDIA earnings coming up, there is no better time to dive into our Data Center Value Chain primer.  Here is what you will find: ▪️ Insights from the Field on Nvidia's new Blackwell chip ▪️ From Generative to Thinking AI: Evolution of the LLMs ▪️ Data Center Deep Dive: A comprehensive look at key areas within and outside the rack. ▪️ Comparative Analysis of Nvidia, AMD, and ASICs. ▪️ Power Surge: Discover how skyrocketing data center investments are driving unprecedented power  Link to the primer:",0.5461,POSITIVE,0.9991
11/20/2024,Charlie Paulin 👨‍💻,"IT Team Advocate, SMB Account Manager",Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/20/2024,James Thompson,"Senior Account Manager, Business Solutions at Connection",Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/20/2024,Bellier Communication,417 followers,"🔭 This week's Bellier Telescope headlines:   Emerging Markets Brace for Potential Dollar Tsunami; Wall St. Frenzy Creates $11bn Debt Market for Nvidia Chips  👉 A move by the incoming Trump presidency to impose a potential 60% tariff on Chinese imports could result in a massive 50% offsetting devaluation in the renminbi against the dollar to keep U.S. import prices stable, while sending other Asian and emerging market currencies and commodities prices into freefall in tandem,, senior fellow atwrote in an opinion column in the. “China has historically struggled with capital flight when depreciation expectations take hold in its populace. When this happened in 2015 and 2016, it sparked big outflows that cost China $1trn in official foreign exchange reserves…The main lesson from that episode is to allow a front-loaded, large fall in the renminbi, so that households cannot front-run depreciation,” he said. For emerging markets, such a large depreciation will be seismic. Markets will interpret a tariff war and all the instability that goes with it as a negative for global growth. Secondly, global trade is dollar-denominated, which means emerging markets lose purchasing power when the dollar rises. Financial conditions will – in effect – tighten, which will also weigh on commodities.  👉 Wall Street’s largest financial institutions have loaned more than $11 billion to a niche group of ‘neocloud’ tech companies, including CoreWeave, Crusoe and Lambda Labs, based on their possession of the world’s hottest commodity -’s artificial intelligence chips known as GPUs, raising concerns this could be creating a fast-growing leveraged debt bubble, the FT writes. These companies are pivotal in building AI infrastructure and they have expanded rapidly with CoreWeave’s valuation soaring to $19bn from $2bn in the past 18 months. Loans are driven by high-demand contracts, such as CoreWeave’s billion-dollar agreement with Microsoft, and are secured against Nvidia’s GPUs. “The lenders all coming in push the story that you can borrow against these chips and add to the frenzy that you need to get in now,” Nate Koppikar, a short seller at hedge fund Orso Partners, was quoted by the FT as saying. ”But chips are a depreciating, not appreciating, asset.” Critics warn that falling GPU prices and increased competition fromand proprietary AI chips threaten Nvidia’s supply chokehold, while expiring leasing contracts could lead to a market oversupply.",0.5296,NEGATIVE,0.9751
11/20/2024,"HotHardware, Inc.",831 followers,A leak on  hashtag #AMD's next-gen  hashtag #GPU architecture plans may provide a clue on when  hashtag #Sony could launch a  hashtag #PlayStation 6 console.,0.5466,NEGATIVE,0.9996
11/20/2024,Jeanine B.,Asset Management Analyst at Ansys,Not sure which CPU is right for your Mechanical workloads? Here’s a breakdown of the differences between Intel and AMD to help you choose the right processors for your simulations.,0.5437,NEGATIVE,0.9958
11/20/2024,Claudia P.,--,Not sure which CPU is right for your Mechanical workloads? Here’s a breakdown of the differences between Intel and AMD to help you choose the right processors for your simulations.,0.5437,NEGATIVE,0.9958
11/20/2024,Jeannine V.,Owner at My business,Not sure which CPU is right for your Mechanical workloads? Here’s a breakdown of the differences between Intel and AMD to help you choose the right processors for your simulations.,0.5437,NEGATIVE,0.9958
11/20/2024,Hannah Bergeron,Computer Science Major - IT Professional,Discover how AMD is redefining high-performance computing by powering the world’s fastest supercomputer El Capitan.  hashtag #technology  hashtag #innovation,0.5513,POSITIVE,0.9942
11/20/2024,TechSpot,"1,963 followers",AMD Ryzen 7 9800X3D vs. Intel Core Ultra 9 285K: 45 Game Benchmark,0.5685,POSITIVE,0.9999
