Date,Video Name,Video Views,PTR Transcript Sentiment,Flair Transcript Outlook,Flair Transcript Score
12/8/2024,Why Russia Blew Up the Nova Kakhovka Dam,311K views,0.5226,NEGATIVE,0.9364
12/8/2024,Ukraine’s Counter-Offensive Begins: What’s Happened So Far?,350K views,0.5198,NEGATIVE,0.9198
12/8/2024,Poland’s Controversial ‘Russian Interference’ Law Explained,191K views,0.5231,NEGATIVE,0.8996
12/8/2024,Belgorod Attacked Again: Has Ukraine’s Counter-Offensive Begun?,330K views,0.5195,NEGATIVE,0.9326
12/8/2024,Why Kosovo and Serbia are Fighting (Again),326K views,0.5195,NEGATIVE,0.9254
12/8/2024,Why Russia is Trying to Create a New BRICS Currency,176K views,0.5248,NEGATIVE,0.9098
12/8/2024,Can we Trust Russia's Economic Data?,301K views,0.5311,NEGATIVE,0.9146
12/8/2024,Is the Wagner Group trying to Topple Putin?,211K views,0.5194,NEGATIVE,0.9064
12/8/2024,Russia Invades Russia: What Just Happened in Belgorod?,433K views,0.5186,NEGATIVE,0.9397
12/8/2024,Why Greece is Heading for Another Election After Just One Month,198K views,0.5259,NEGATIVE,0.897
12/8/2024,What's Gone Wrong for the German Government?,253K views,0.5267,NEGATIVE,0.9145
12/8/2024,Is the Russian Minority in the EU Being Persecuted?,206K views,0.5175,NEGATIVE,0.9019
12/8/2024,Ukraine Outflanks Wagner in Bakhmut: What Happens Next?,379K views,0.5189,NEGATIVE,0.91
12/8/2024,Why France and Germany have fallen out,235K views,0.5229,NEGATIVE,0.8878
12/8/2024,The Russian Oil Price Cap Explained,369K views,0.5276,NEGATIVE,0.9119
12/8/2024,Which European Army is the Most Powerful?,365K views,0.526,NEGATIVE,0.8982
12/8/2024,Ukraine Holds Bakhmut: What Happens Next? The Latest Battlefield Update,670K views,0.523,NEGATIVE,0.9127
12/8/2024,Why doesn't Iceland have an Army?,197K views,0.5208,POSITIVE,0.9021
12/8/2024,Russia's Economy is F***ed: Here's 3 Reasons Why,1.2M views,0.5328,NEGATIVE,0.925
12/8/2024,Why Eastern Europe is Becoming More Powerful (and Germany Less),430K views,0.5215,NEGATIVE,0.899
12/8/2024,Is Ireland Really the Wealthiest Country in the World?,274K views,0.5308,POSITIVE,0.9155
12/8/2024,Why have Russia’s Arms Exports Collapsed?,938K views,0.5386,NEGATIVE,0.9082
12/8/2024,Will Putin Declare a General Mobilisation?,367K views,0.52,NEGATIVE,0.9241
12/8/2024,Why Slovakia’s Government Collapsed (and why it’s bad news for Ukraine),685K views,0.5257,NEGATIVE,0.9158
12/8/2024,Is the West Running out of Weapons for Ukraine?,279K views,0.527,NEGATIVE,0.9122
12/8/2024,Why Wagner has Fallen Out with the Kremlin (Again),410K views,0.517,NEGATIVE,0.9325
12/8/2024,What Just Happened in Poland: How will NATO Respond?,240K views,0.5188,NEGATIVE,0.9244
12/8/2024,Why Portugal’s Government is on the Brink of Collapse,428K views,0.5161,NEGATIVE,0.9133
12/8/2024,"After Kherson, Where Will Ukraine Go Next?",992K views,0.5223,NEGATIVE,0.9117
12/8/2024,Ukraine Pushes Back in Bakhmut: What Happens Next?,259K views,0.5157,NEGATIVE,0.9254
12/8/2024,Can Putin Survive Russia’s Retreat in Kherson,1.2M views,0.5203,NEGATIVE,0.904
12/8/2024,Ukraine’s Counter-Offensive: What Would Count as a “Success”?,162K views,0.5201,NEGATIVE,0.8943
12/8/2024,Putin's Humiliating Retreat from Kherson: The Latest Battlefield Update,367K views,0.5194,NEGATIVE,0.9207
12/8/2024,Who Will France's Next President Be?,204K views,0.5235,POSITIVE,0.8853
12/8/2024,The EU isn't Ready to let Ukraine in... here's why,307K views,0.5227,POSITIVE,0.8796
12/8/2024,Is the EU too Dependent on China?,183K views,0.5264,NEGATIVE,0.9084
12/8/2024,Why is Russia Retreating from Kherson,595K views,0.5176,NEGATIVE,0.9181
12/8/2024,Ukraine Crosses the Dnipro: Has the Counter-Offensive Already Begun?,730K views,0.5203,NEGATIVE,0.9164
12/8/2024,Has the War in Ukraine Reached Stalemate?,374K views,0.5168,NEGATIVE,0.8955
12/8/2024,How Falling Oil Prices Could Bring Down Putin,238K views,0.5313,NEGATIVE,0.9022
12/8/2024,Denmark's Election: Why the Winner Immediately Resigned,246K views,0.526,NEGATIVE,0.9171
12/8/2024,Euro 7: Europe's Civil War over Banning Cars,217K views,0.5331,NEGATIVE,0.8866
12/8/2024,Why Ukraine's Counter-Offensive Could be Very Near,280K views,0.5242,NEGATIVE,0.9148
12/8/2024,Gas Prices go Negative: Has Europe won the Energy War?,854K views,0.5274,NEGATIVE,0.9016
12/8/2024,Why Central Europe is Banning Ukrainian Grain Imports,215K views,0.5287,NEGATIVE,0.9154
12/8/2024,Finland’s 80 Year Plan to Stop the Russians,550K views,0.5294,POSITIVE,0.9017
12/8/2024,Macron's China Controversy Explained,302K views,0.5247,NEGATIVE,0.9124
12/8/2024,The Pentagon Leaks: What it Means for Ukraine,320K views,0.5178,NEGATIVE,0.9376
12/8/2024,Why France is Annoyed with Germany,302K views,0.5267,NEGATIVE,0.9142
12/8/2024,Is the Battle for Kherson About to Begin?,459K views,0.5173,NEGATIVE,0.9245
12/8/2024,How Berlusconi's Bromance with Putin took down Italy's Government,270K views,0.5168,NEGATIVE,0.9103
12/8/2024,Is Belarus About to Invade Ukraine?,534K views,0.5189,NEGATIVE,0.9069
12/8/2024,European Political Community - Success or Failure?,171K views,0.5206,POSITIVE,0.9057
12/8/2024,Russia's Retaliation: How Putin Escalated The War,392K views,0.5174,NEGATIVE,0.9324
12/8/2024,What if Putin Goes Nuclear? The West's 3 Options,455K views,0.5184,NEGATIVE,0.8987
12/8/2024,How Ukraine is Re-Capturing Kherson: The Latest Battlefield Update,1M views,0.5174,NEGATIVE,0.9276
12/8/2024,Ukraine Pushes Putin Back: The Latest Battlefield Update,814K views,0.5186,NEGATIVE,0.9049
12/8/2024,Ukraine Re-Captures Lyman: Forcing Putin to Retreat,583K views,0.5252,NEGATIVE,0.9042
12/8/2024,Russia is Attempting to Annex Ukraine with Sham Referendums,229K views,0.5282,NEGATIVE,0.9122
12/8/2024,Why No One Really Likes Putin's New Mobilisation,567K views,0.5242,NEGATIVE,0.9035
12/8/2024,Giorgia Meloni Becomes PM - What does it mean for Italy?,213K views,0.5245,NEGATIVE,0.8927
12/8/2024,14 Suspicious Russian Deaths: Is Putin Killing Oligarchs?,473K views,0.5221,NEGATIVE,0.9286
12/8/2024,Europe Sanctions Hungary: Plans to Block $7.5 Billion to Hungary,323K views,0.5186,NEGATIVE,0.8965
12/8/2024,Putin's Partial Mobilisation: What the Hell is Happening?,944K views,0.5222,NEGATIVE,0.8989
12/8/2024,"Spain, France & Germany: The New Powers of Europe?",425K views,0.5244,POSITIVE,0.9136
12/8/2024,Could Ukraine Actually Join the EU?,247K views,0.5217,NEGATIVE,0.8889
12/8/2024,Russia's Army is Collapsing - Will Ukraine Win the War?,873K views,0.5178,NEGATIVE,0.8943
12/8/2024,The Euro Is Failing: Why € Fell Below the $,256K views,0.5354,NEGATIVE,0.9124
12/8/2024,Big Wins for Ukraine: The 2 Counter-Offensives,788K views,0.518,NEGATIVE,0.92
12/8/2024,Is Britain's Relationship with Europe About to get Worse?,207K views,0.5209,NEGATIVE,0.8751
12/8/2024,Why Young Europeans are Further Right than Brits and Americans,680K views,0.5257,NEGATIVE,0.8787
12/8/2024,Does Europe Have Enough Gas for the Winter?,337K views,0.5367,NEGATIVE,0.9027
12/8/2024,The EU's New Plan to Handle China,337K views,0.5314,NEGATIVE,0.8843
12/8/2024,How's Russia’s Economy Actually Doing?,383K views,0.5335,NEGATIVE,0.9264
12/8/2024,Why Germany Wants to Change the EU,398K views,0.5155,NEGATIVE,0.891
12/8/2024,How RyanAir Took Over Europe,356K views,0.5254,POSITIVE,0.9009
12/8/2024,Ukraine's Counteroffensive Begins: What Happens Next?,544K views,0.5203,NEGATIVE,0.906
12/8/2024,Finland's Election Results Explained: How Sanna Marin Lost,288K views,0.5315,POSITIVE,0.8846
12/8/2024,Should Wealthy EU Countries Take on Poorer Debt?,97K views,0.5177,NEGATIVE,0.8733
12/8/2024,How Ukraine Could (Eventually) Retake Crimea,282K views,0.5201,NEGATIVE,0.8976
12/8/2024,France's Economy is Doing Way Better than Europe... Why?,340K views,0.5305,NEGATIVE,0.9021
12/8/2024,Why More Countries are Distancing Themselves from Russia,553K views,0.5253,NEGATIVE,0.9119
12/8/2024,Could Facebook and Instagram Really Leave Europe?,200K views,0.5324,NEGATIVE,0.9304
12/8/2024,Does France's Pension System Actually Need Reform?,247K views,0.5257,NEGATIVE,0.8875
12/8/2024,Europe's Total Power Vacuum: Who Could Take Over?,157K views,0.5214,POSITIVE,0.9014
12/8/2024,Has Ukraine won the Battle for Bakhmut?,390K views,0.5174,NEGATIVE,0.9112
12/8/2024,Could Putin Cause Nuclear Disaster in Europe?,128K views,0.5172,NEGATIVE,0.9126
12/8/2024,Why hasn’t China supplied arms to Russia?,337K views,0.531,NEGATIVE,0.9144
12/8/2024,The Greek Economy is Still Struggling 14 Years On,261K views,0.5224,NEGATIVE,0.9119
12/8/2024,Is Germany Spending Enough on Defence?,165K views,0.5268,NEGATIVE,0.9298
12/8/2024,Serbia-Kosovo Deal: Is this a Turning Point in Relations?,201K views,0.5266,NEGATIVE,0.9064
12/8/2024,Germany's Nuclear U-Turn Explained,346K views,0.523,NEGATIVE,0.9064
12/8/2024,Ukraine Strikes Back: 2 Places They're Able to Win,313K views,0.5202,NEGATIVE,0.9302
12/8/2024,Why Are the French Striking Again?,477K views,0.5218,NEGATIVE,0.8896
12/8/2024,How Farmers Won the Netherlands’ Local Elections,404K views,0.5237,NEGATIVE,0.9019
12/8/2024,Why Russia Just had to Pay Ukraine $3 Billion,180K views,0.5233,NEGATIVE,0.9084
12/8/2024,Russia’s Demographic Crisis is Getting Worse,409K views,0.5228,NEGATIVE,0.9247
12/8/2024,Russia (Still) Hasn’t Taken Bakhmut,289K views,0.5177,NEGATIVE,0.9207
12/8/2024,Why Georgians Don't Like Their Pro-Russian Government,258K views,0.5212,NEGATIVE,0.9071
12/8/2024,Will Switzerland Send Arms to Ukraine?,157K views,0.5187,NEGATIVE,0.9081
12/8/2024,Will the Western Balkans Ever Join the EU?,219K views,0.5211,NEGATIVE,0.9018
12/8/2024,Ukraine’s Spring Offensive Explained,279K views,0.5255,NEGATIVE,0.9051
12/8/2024,Estonia's Election: A Victory for Europe and Ukraine?,244K views,0.524,NEGATIVE,0.8928
12/8/2024,Why Is Hungary Blocking Finland and Sweden’s NATO Accession?,332K views,0.5257,NEGATIVE,0.9033
12/8/2024,Is Bakhmut About to Fall?,360K views,0.514,NEGATIVE,0.9116
12/8/2024,Is this the End of the Wagner Group?,288K views,0.5193,NEGATIVE,0.9293
12/8/2024,Is Central Asia Helping Russia Evade Sanctions?,144K views,0.5346,NEGATIVE,0.9352
12/8/2024,Did the US Really Blow Up the NordStream Pipelines?,314K views,0.5265,NEGATIVE,0.9269
12/8/2024,Is Poland Becoming a Major European Superpower?,495K views,0.525,POSITIVE,0.9026
12/8/2024,Did Russia Bring Down Moldova’s Pro-Western Government?,429K views,0.5199,NEGATIVE,0.9081
12/8/2024,Has Russia’s “New Offensive” Already Failed?,357K views,0.5234,NEGATIVE,0.9205
12/8/2024,Why Erdogan (still) isn’t letting Sweden Into NATO,250K views,0.5223,NEGATIVE,0.9185
12/8/2024,What Weapons Does Ukraine need to Win?,154K views,0.525,NEGATIVE,0.9069
12/8/2024,Russia Advances Around Bakhmut: Should Ukraine Retreat?,316K views,0.5182,NEGATIVE,0.9183
12/8/2024,Bosnia's Dual Crises... could they destroy the country?,201K views,0.5194,NEGATIVE,0.8975
12/8/2024,Why Czechia Elected an Army General as President,477K views,0.5208,POSITIVE,0.8894
12/8/2024,How the Far Right Took Over Italy - TLDR News,226K views,0.5207,POSITIVE,0.9003
12/8/2024,Why Has Serbia U-Turned on Russia?,538K views,0.5246,NEGATIVE,0.9134
12/8/2024,The Battle for Kherson: It Could Change the Entire Conflict,734K views,0.518,NEGATIVE,0.9025
12/8/2024,How 3 Pipelines Could Replace Putin's Gas,448K views,0.5255,POSITIVE,0.896
12/8/2024,Kosovo's Border Blockade Strains Relations with Serbia,223K views,0.5155,NEGATIVE,0.9048
12/8/2024,Balkan Union: Make the Balkans Great Again?,248K views,0.5242,NEGATIVE,0.9009
12/8/2024,Why 3 European Countries Still Support Putin,365K views,0.5222,NEGATIVE,0.8939
12/8/2024,Putin's Capturing the Black Sea... then taking on Ukraine,330K views,0.5277,NEGATIVE,0.8995
12/8/2024,Putin's New Plan to Capture Southern Ukraine,486K views,0.5218,NEGATIVE,0.8928
12/8/2024,Are Albania & North Macedonia about to join the EU,230K views,0.5218,NEGATIVE,0.8988
12/8/2024,Putin Turns Off Europe's Gas: Will the EU Run Out?,183K views,0.5251,NEGATIVE,0.9054
12/8/2024,Have Sanctions Actually Helped Putin?,223K views,0.532,NEGATIVE,0.9106
12/8/2024,Why Does the EU Keep Suing its Member States?,173K views,0.5171,NEGATIVE,0.8961
12/8/2024,Western Missiles Help Ukrainian Fight Back: Latest War Update,703K views,0.5208,NEGATIVE,0.9167
12/8/2024,Italy's Political Chaos: Why the PM Tried to Resign,300K views,0.5227,NEGATIVE,0.9217
12/8/2024,Will the Netherlands scrap Net Zero: Farmers Protests Explained,266K views,0.5249,NEGATIVE,0.9064
12/8/2024,Putin Cuts off Europe's Gas: The Closure of Nordstream 1 - TLDR News,357K views,0.525,NEGATIVE,0.9117
12/8/2024,Romania and Moldova Unite? Europe's Newest Nation,519K views,0.5177,NEGATIVE,0.8741
12/8/2024,How the EU is Taking on Tech Giants,149K views,0.5294,POSITIVE,0.8942
12/8/2024,How Putin Could Bring Belarus into the Ukrainian War,361K views,0.5211,NEGATIVE,0.917
12/8/2024,Putin's Strategy Backfired: NATO's New Plan,549K views,0.5215,NEGATIVE,0.9054
12/8/2024,Why Turkey Suddenly Approved Finland & Sweden Joining NATO,391K views,0.5261,NEGATIVE,0.9069
12/8/2024,Putin Captures Severodonetsk: Ukraine War Update,274K views,0.5181,NEGATIVE,0.8978
12/8/2024,The Brussels Effect: How the EU Rules the World - TLDR News,303K views,0.5318,POSITIVE,0.8948
12/8/2024,Lithuania Blockades Kaliningrad: What happens now? - TLDR News,1.1M views,0.5228,NEGATIVE,0.8976
12/8/2024,Russia cuts off the gas: What Next? - TLDR News,497K views,0.5319,NEGATIVE,0.9062
12/8/2024,Who'd Win? The UK vs EU's (Potentially Upcoming) Trade War,154K views,0.5205,NEGATIVE,0.8958
12/8/2024,Is Putin's Invasion Failing? Why the War in Ukraine is so Slow,339K views,0.5154,NEGATIVE,0.9047
12/8/2024,Could Turkey Finally Join the EU? - TLDR News,175K views,0.5188,NEGATIVE,0.8912
12/8/2024,Cyprus: Why They Won't Join NATO Explained - TLDR News,103K views,0.5173,NEGATIVE,0.8734
12/8/2024,Yet More French Elections: Could Macron Lose the Legislature? - TLDR News,81K views,0.5185,POSITIVE,0.8676
12/8/2024,EU Requires USB-C on All Devices & Apple's Mad... - TLDR News,575K views,0.5258,NEGATIVE,0.9061
12/8/2024,Ukraine's Counter-Attack in Severodonetsk: The Latest War Update - TLDR News,512K views,0.5201,NEGATIVE,0.9016
12/8/2024,Europe's Separatist States: Every Place Trying to Escape - TLDR News,460K views,0.5188,NEGATIVE,0.8689
12/8/2024,Is Putin Still a Military Superpower? - TLDR News,726K views,0.5216,NEGATIVE,0.9263
12/8/2024,Has Russia's Invasion Stalled Again: Ukraine Fights Back - TLDR News,950K views,0.5195,NEGATIVE,0.9123
12/8/2024,Ukraine's $1 Trillion Rebuilding Plan: Should the West Pay? - TLDR News,189K views,0.526,NEGATIVE,0.9071
12/8/2024,Is Transnistria Putin's Next Target? - TLDR News,281K views,0.5218,NEGATIVE,0.9015
12/8/2024,French Election (is finally over): How Macron Beat Le Pen - TLDR News,163K views,0.5191,POSITIVE,0.8842
12/8/2024,Ireland: Why The Hell Aren't They In NATO? - TLDR News,478K views,0.5224,POSITIVE,0.8853
12/8/2024,What Does Le Pen Actually Plan To Do? - TLDR News,214K views,0.523,NEGATIVE,0.8822
12/8/2024,Putin's Battle for Donbas: The Latest on Russia Ukraine - TLDR News,404K views,0.5209,NEGATIVE,0.8899
12/8/2024,Europe's Plan to Cut off Hungary's Money - TLDR News,439K views,0.5246,NEGATIVE,0.9031
12/8/2024,Russia Retreats & Regroups: What's Putin's Plan Now? - TLDR News,523K views,0.5201,NEGATIVE,0.9011
12/8/2024,Are Sweden and Finland About to Join NATO? - TLDR News,448K views,0.5308,NEGATIVE,0.8819
12/8/2024,"Macron Won First Round, but Who Holds the Real Power? - TLDR News",199K views,0.5256,POSITIVE,0.8786
12/8/2024,How Putin Created a Cult of Influence in Russia - TLDR News,169K views,0.5216,POSITIVE,0.9242
12/8/2024,Ukraine Strikes Back Against Putin: Latest War Update - TLDR News,699K views,0.5221,NEGATIVE,0.9039
12/8/2024,Could Macron Actually Lose the French Election? - TLDR News,244K views,0.5213,NEGATIVE,0.8888
12/8/2024,Can Europe Cope with Orban's Landslide Victory? - TLDR News,232K views,0.517,POSITIVE,0.9126
12/8/2024,TLDR's Big New Announcement,77K views,0.5246,POSITIVE,0.9178
12/8/2024,3 Places that Actually WANT Putin to Invade - TLDR News,221K views,0.5269,NEGATIVE,0.8807
12/8/2024,5 Countries Putin Could Invade Next (in order of likelihood) - TLDR News,642K views,0.5243,NEGATIVE,0.8842
12/8/2024,Could Ukraine Join the European Union? - TLDR News,302K views,0.5338,NEGATIVE,0.8941
12/8/2024,Russia's Economic Collapse: How Sanctions & War are Crushing Putin - TLDR News,827K views,0.5244,NEGATIVE,0.9094
12/8/2024,Finland & Sweden: Why Aren't They in NATO? - TLDR News,1M views,0.5287,NEGATIVE,0.8836
12/8/2024,Putin's War is Going Badly: 3 Reasons Why - TLDR News,665K views,0.5242,NEGATIVE,0.9181
12/8/2024,Is the West to Blame for Russia's Invasion? - TLDR News,351K views,0.5187,NEGATIVE,0.9022
12/8/2024,Russia Aims for Kyiv: How Putin Fully Invaded Ukraine - TLDR News,511K views,0.5207,NEGATIVE,0.9084
12/8/2024,How Far Will Putin Invade? Will He Take all of Ukraine? - TLDR News,389K views,0.5213,NEGATIVE,0.9011
12/8/2024,Why Russia Invading Ukraine Was Inevitable - TLDR News,810K views,0.5235,NEGATIVE,0.9305
12/8/2024,Why Russia is Building it's own Great Firewall - TLDR News,130K views,0.5257,NEGATIVE,0.9142
12/8/2024,Why Does Russia Hate the West (and NATO) - TLDR News,771K views,0.5185,NEGATIVE,0.8952
12/8/2024,Could Georgia Join the EU? - TLDR News,215K views,0.5206,POSITIVE,0.895
12/8/2024,French Election Update: Can Anyone Beat Macron? - TLDR News,207K views,0.5176,NEGATIVE,0.9099
12/8/2024,Suwalki Gap: The Most Vulnerable Place in Europe to Putin? - TLDR News,500K views,0.5244,NEGATIVE,0.8948
12/8/2024,Portugal's Election Gamble: How it Backfired for the Left - TLDR News,161K views,0.52,NEGATIVE,0.9089
12/8/2024,Putin Will Never Invade Ukraine: 3 Reasons For & Against - TLDR News,754K views,0.5199,NEGATIVE,0.8766
12/8/2024,Will Super Mario Be The Next President? Italy's Presidential Election Explained - TLDR News,142K views,0.5211,NEGATIVE,0.9023
12/8/2024,China vs Lithuania: Has China's Aggression Backfired? - TLDR News,403K views,0.5261,NEGATIVE,0.9186
12/8/2024,How Game Theory Explains Putin's Aggression: Why Russia Might Invade Ukraine - TLDR News,300K views,0.5167,NEGATIVE,0.9056
12/8/2024,Why is Germany So Friendly with Putin? Germany's Russia Policy Explained - TLDR News,144K views,0.5207,NEGATIVE,0.8979
12/8/2024,Slovenia's Democracy is Collapsing: How Will the EU Respond? - TLDR News,214K views,0.5183,NEGATIVE,0.9173
12/8/2024,Putin's Demands for NATO and America Explained - TLDR News,223K views,0.5212,NEGATIVE,0.9066
12/8/2024,The Rise of Europe's Social Democrats Explained - TLDR News,160K views,0.5241,POSITIVE,0.8966
12/8/2024,Nord Stream 2: Was It Merkel's Biggest Mistake? - TLDR News,237K views,0.5277,NEGATIVE,0.909
12/8/2024,"403,843 Votes: Where's the Line Between West & Eastern Europe? - TLDR News",642K views,0.52,NEGATIVE,0.8865
12/8/2024,Czechs get rid of Billionaire PM Babis - TLDR News,142K views,0.5222,NEGATIVE,0.9099
12/8/2024,Russia vs Ukraine: Should the West Intervene? - TLDR News,337K views,0.5239,NEGATIVE,0.8974
12/8/2024,Why France Has No Left Wing (with any hope of winning) - TLDR News,254K views,0.5245,NEGATIVE,0.9096
12/8/2024,"France Takes Over EU Presidency: French Plans for Migrants, Borders & Finance - TLDR News",332K views,0.5246,POSITIVE,0.8812
12/8/2024,Sweden's Political Crisis: How Andersson Only Lasted 7 Hour as Prime Minister - TLDR News,324K views,0.5254,NEGATIVE,0.8756
12/8/2024,The Dutch Reach a Coalition After 271 Days- TLDR News,101K views,0.5206,NEGATIVE,0.8747
12/8/2024,Germany's New Coalition: The Traffic Light Coalition Explained - TLDR News,146K views,0.5348,NEGATIVE,0.8714
12/8/2024,How Anti-Immigration Went Mainstream: Normalising the Sweden Democrats - TLDR News,184K views,0.5223,NEGATIVE,0.9049
12/8/2024,Russian Troops Amassing at Ukraine's Border - Will Russia Invade? - TLDR News,240K views,0.5243,NEGATIVE,0.8999
12/8/2024,"""NovoRossiya"": Putin's Plan to Take Back Ukraine - TLDR News",434K views,0.5285,NEGATIVE,0.8985
12/8/2024,Euro Banknote Redesign Explained - TLDR News,85K views,0.537,POSITIVE,0.9076
12/8/2024,Portugal Says You Can Ignore Your Boss: New Right to Disconnect Laws Explained - TLDR News,94K views,0.5204,NEGATIVE,0.8833
12/8/2024,"Europe's Global Gateway - More ""Brussels Bullsh*t""? - TLDR News",111K views,0.5301,NEGATIVE,0.9126
12/8/2024,Why Belarus is Forcing Migrants into Europe: Polish Migrant Crisis Explained - TLDR News,320K views,0.5222,NEGATIVE,0.8969
12/8/2024,EU takes on Russia: Europe's Eastern Partnership Explained - TLDR News,162K views,0.5279,POSITIVE,0.9281
12/8/2024,The EU's Legal Battle With Itself: What the Hell is Going On? - TLDR News,120K views,0.5195,NEGATIVE,0.9137
12/8/2024,An Easy Win for Macron? French Election Update (November 2021) - TLDR News,211K views,0.5213,NEGATIVE,0.8982
12/8/2024,Portugal's Budget Crisis: Is a Snap Election Incoming - TLDR News,146K views,0.5213,NEGATIVE,0.8957
12/8/2024,Is Putin Blocking Gas to Europe? Russia's Plan to Blackmail Europe? - TLDR News,86K views,0.531,NEGATIVE,0.9159
12/8/2024,Poland Rejects the EU's Supremacy: Will they get Kicked Out of the Union? - TLDR News,250K views,0.5183,NEGATIVE,0.9183
12/8/2024,The EU's Energy Crisis Explained - TLDR News,365K views,0.5268,NEGATIVE,0.8946
12/8/2024,Will the Pandora Papers Destroy Babis' Chances of Re-Election? - TLDR News,77K views,0.5286,NEGATIVE,0.9038
12/8/2024,Berlin's Plan to Seize Homes from Landlords: Nationalising Property - TLDR News,560K views,0.5254,NEGATIVE,0.8842
12/8/2024,How License Plates led to a Border Conflict: Serbia & Kosovo Explained - TLDR News,88K views,0.514,NEGATIVE,0.8959
12/8/2024,German Coalition Chaos: Who's Going to Be Germany's New Leader? - TLDR News,129K views,0.5183,NEGATIVE,0.8966
12/8/2024,How AUKUS Could Actually be GOOD for Macron - TLDR News,159K views,0.525,NEGATIVE,0.9028
12/8/2024,German Election Results: What the Hell Just Happened? - TLDR News,307K views,0.5303,NEGATIVE,0.8999
12/8/2024,EU Requires USB-C on All Devices & P*sses Off Apple - TLDR News,2.1M views,0.5322,NEGATIVE,0.906
12/8/2024,De-Carbonising Europe's Biggest Polluter - TLDR News,151K views,0.5258,NEGATIVE,0.9081
12/8/2024,Russia's Parliamentary Election: Just Another Rigged Vote For Putin? - TLDR News,105K views,0.5271,NEGATIVE,0.9072
12/8/2024,Angela Merkel's Retirement: What Legacy Does She Leave Behind? - TLDR News,68K views,0.5211,POSITIVE,0.8927
12/8/2024,Centre-Left Coalition Wins in Norway: Is LEFT-WING Politics on the Rise in Europe? - TLDR News,102K views,0.5209,POSITIVE,0.8913
12/8/2024,EVERY EU Political Grouping Explained: What Do They Stand For - TLDR News,174K views,0.5209,POSITIVE,0.8786
12/8/2024,Some on the Left Hate NATO... here's why - TLDR News,219K views,0.5175,NEGATIVE,0.883
12/8/2024,Dutch Coalition Update: Why Negotiations Have Stalled - TLDR News,75K views,0.5173,NEGATIVE,0.9055
12/8/2024,Is Putin Sick (& the importance of rumours in war) - TLDR News,355K views,0.5146,NEGATIVE,0.9257
12/8/2024,Germany Election Update: The Rise of the Left (SPD) and the Fall of the CDU - TLDR News,128K views,0.5184,NEGATIVE,0.8744
12/8/2024,Denmark Votes to Join EU Defence Policy - TLDR News,223K views,0.5193,NEGATIVE,0.8969
12/8/2024,Hungary & Turkey's Populist Takeover: Europe's Democratic Backslide - TLDR,91K views,0.5155,NEGATIVE,0.8917
12/8/2024,Putin's Failing Pincer Attack: The Latest from Ukraine - TLDR News,532K views,0.5157,NEGATIVE,0.9098
12/8/2024,Estonia's ONE CANDIDATE Presidential Election Explained - TLDR News,73K views,0.5231,NEGATIVE,0.902
12/8/2024,Putin's Forcing Switzerland to Take a Side - TLDR News,373K views,0.5141,NEGATIVE,0.8866
12/8/2024,"How Europe WON the Vaccination Race: Nudges, Passports & Bribes - TLDR News",127K views,0.5236,NEGATIVE,0.8806
12/8/2024,The Evolution of Putin: How Russia's Leader Became an Autocrat - TLDR News,118K views,0.5261,NEGATIVE,0.8966
12/8/2024,Norway's Upcoming Election: Will They Abandon Europe? - TLDR News,181K views,0.5252,NEGATIVE,0.8895
12/8/2024,Could DiEM25 Solve Europe's Democratic Deficit? The New Party Explained - TLDR News,123K views,0.5212,NEGATIVE,0.8884
12/8/2024,Could NATO Kick Out Turkey (to let in Sweden & Finland) - TLDR News,715K views,0.5201,NEGATIVE,0.909
12/8/2024,A Federal Europe? The Party Trying to Unite Europe Further - TLDR News,404K views,0.5208,POSITIVE,0.8775
12/8/2024,Austria: Why The Hell Aren't They In NATO? - TLDR News,512K views,0.5173,NEGATIVE,0.8969
12/8/2024,How Germany's Floods will Impact the Election: CDU Polling Drop - TLDR News,93K views,0.5144,NEGATIVE,0.9154
12/8/2024,The War in Ukraine is Becoming Un-Winnable (for either side) - TLDR News,489K views,0.5176,NEGATIVE,0.9164
12/8/2024,Could Moldova Now Join the EU? Moldova's Election Explained - TLDR News,181K views,0.5235,NEGATIVE,0.8999
12/8/2024,Bringing Britain Back into Europe: Macron's Europe 2.0 Plan - TLDR News,326K views,0.5228,POSITIVE,0.8783
12/8/2024,Turkey's Economic Crisis: Could a Mafia Boss Take Down Erdogan? - TLDR News,375K views,0.5245,NEGATIVE,0.9
12/8/2024,How Bad is Ukraine's Economic Collapse - TLDR News,221K views,0.531,NEGATIVE,0.9223
12/8/2024,Could the EU Kick Poland Out for Challenging Europe's Laws? - TLDR News,239K views,0.5148,NEGATIVE,0.9113
12/8/2024,Will NATO Actually Let Sweden & Finland Join?,304K views,0.5325,NEGATIVE,0.9106
12/8/2024,Illegally Using the Euro: Is Bulgaria the Next to Officially Join? - TLDR News,227K views,0.5258,NEGATIVE,0.9027
12/8/2024,Why Putin Couldn't Invade Finland - TLDR News,2.3M views,0.5254,NEGATIVE,0.9068
12/8/2024,Europe's Newest Nation? Should Kosovo Become an Official Country? - TLDR News,213K views,0.523,POSITIVE,0.8752
12/8/2024,Russia AND Ukraine Take Territory: Have We Reached a Stalemate? - TLDR News,406K views,0.5208,NEGATIVE,0.9024
12/8/2024,Sweden Gets a New Government... but the Political Crisis isn't Over Yet - TLDR News,109K views,0.5265,POSITIVE,0.8683
