Date,Video Name,Video Views,PTR Transcript Sentiment,Flair Transcript Outlook,Flair Transcript Score
12/18/2023,Israel's Protests Restart: Can Netanyahu Survive?,114K views,0.5193,NEGATIVE,0.8998
12/18/2023,China and Japan’s Territorial Dispute Explained,123K views,0.5224,NEGATIVE,0.9015
12/18/2023,Will China become the Next Japan?,247K views,0.5264,NEGATIVE,0.9134
12/18/2023,How Sudan’s War Could Split the Country (Again),240K views,0.5142,NEGATIVE,0.9
12/18/2023,Why NATO-Russia Tensions Are Rising in the Arctic,162K views,0.5282,POSITIVE,0.8974
12/18/2023,Will the Mutiny Affect Wagner in Africa?,116K views,0.5237,POSITIVE,0.8926
12/18/2023,Turkey Finally Ditches Russia,366K views,0.5241,NEGATIVE,0.9078
12/18/2023,Why China is Pretty Bad at Soft Power,325K views,0.5215,NEGATIVE,0.9168
12/18/2023,Is the World’s Demographic Crisis Getting Worse?,246K views,0.5256,NEGATIVE,0.8913
12/18/2023,Why Does China Have So Many US Dollars?,142K views,0.5232,NEGATIVE,0.9114
12/18/2023,Why the Israel-Palestine Conflict is Escalating,190K views,0.5277,NEGATIVE,0.8973
12/18/2023,How China Came to Dominate the Global Car Industry,67K views,0.5429,POSITIVE,0.9019
12/18/2023,Is South Africa Becoming a Failed State?,733K views,0.5348,NEGATIVE,0.9364
12/18/2023,Why is China’s Currency Declining?,405K views,0.5322,NEGATIVE,0.9363
12/18/2023,Erdogan U-Turns: Why is the Lira Still Collapsing?,210K views,0.5288,NEGATIVE,0.9284
12/18/2023,"The US' New Nuclear ""Mini-Deal"" with Iran Explained",112K views,0.5231,NEGATIVE,0.9189
12/18/2023,Why Has China's Economy Suddenly Slumped?,516K views,0.5375,NEGATIVE,0.9191
12/18/2023,Why Saudi Arabia and Russia Have Fallen Out,398K views,0.5258,NEGATIVE,0.9115
12/18/2023,Is NATO Expanding into the Asia-Pacific?,178K views,0.5281,NEGATIVE,0.8902
12/18/2023,Japan’s Demographic Crisis is Getting Worse,377K views,0.534,NEGATIVE,0.9086
12/18/2023,Which Countries will Gain Independence Next?,221K views,0.5246,POSITIVE,0.8731
12/18/2023,Why Central Asia is Ditching Russia for China,251K views,0.5313,NEGATIVE,0.9126
12/18/2023,Why Iran and Saudi Arabia are creating a Joint Navy,227K views,0.5225,NEGATIVE,0.898
12/18/2023,How Erdogan’s Re-election Exacerbated Turkey’s Economic Crisis,237K views,0.5257,NEGATIVE,0.9312
12/18/2023,Why Iran and the Taliban are Fighting over Water,548K views,0.519,NEGATIVE,0.9045
12/18/2023,China's Local Government Debt Crisis Explained,275K views,0.5277,NEGATIVE,0.9089
12/18/2023,The US Debt Ceiling Crisis Explained,112K views,0.5223,NEGATIVE,0.9027
12/18/2023,Is Pakistan headed for Military Rule (Again)?,118K views,0.5177,NEGATIVE,0.9132
12/18/2023,Turkey Election Update: Why Erdogan Will (Probably) Win,126K views,0.5263,NEGATIVE,0.9128
12/18/2023,Fewer Countries Recognise Taiwan as a Sovereign Country: What Next?,124K views,0.5198,NEGATIVE,0.8964
12/18/2023,Every US Alliance in the Asia-Pacific Explained,176K views,0.5272,POSITIVE,0.887
12/18/2023,Thai Election: Will the Military Launch a Coup?,326K views,0.5179,NEGATIVE,0.8772
12/18/2023,Turkey’s Election Goes to a Run-Off: Can Erdogan Win Again?,171K views,0.5217,NEGATIVE,0.8793
12/18/2023,Why the Lira is Collapsing (and what it means for Erdogan),167K views,0.5324,NEGATIVE,0.943
12/18/2023,Is the Middle East becoming more peaceful?,208K views,0.5218,NEGATIVE,0.8946
12/18/2023,Will Turkey’s Election be Free and Fair?,100K views,0.5173,NEGATIVE,0.8945
12/18/2023,Why are So Many US Banks Collapsing?,148K views,0.5183,NEGATIVE,0.9261
12/18/2023,Will Erdogan Agree to a Peaceful Transition of Power?,329K views,0.5225,NEGATIVE,0.9056
12/18/2023,China's Unemployment Crisis Explained,377K views,0.5307,NEGATIVE,0.9011
12/18/2023,Could Sudan’s Civil War Destabilise the Horn of Africa?,435K views,0.5178,NEGATIVE,0.9211
12/18/2023,Who’s Going to Win the Republican Primary?,117K views,0.5167,NEGATIVE,0.909
12/18/2023,Why Ethiopia's Regions are Fighting Again,308K views,0.5199,NEGATIVE,0.8951
12/18/2023,How Worried Should We Be About AI?,58K views,0.532,NEGATIVE,0.9297
12/18/2023,Can We Trust China's GDP Data?,233K views,0.535,NEGATIVE,0.9172
12/18/2023,Erdogan Will (Probably) Lose Turkey’s Election: What Next?,373K views,0.5221,NEGATIVE,0.9004
12/18/2023,Why Israel’s Political Crisis Isn’t Over Yet,161K views,0.5157,NEGATIVE,0.9035
12/18/2023,China Military Drills: Is China About to Invade Taiwan,557K views,0.5189,NEGATIVE,0.9078
12/18/2023,Why the IMF is Worried About China's Economy,414K views,0.5293,NEGATIVE,0.9147
12/18/2023,Why is American Life Expectancy So Low?,164K views,0.5193,NEGATIVE,0.8981
12/18/2023,Why Trump was Arrested: The Charges Explained,128K views,0.5201,NEGATIVE,0.8951
12/18/2023,Is the Dollar Losing its Status as the World’s Reserve Currency?,364K views,0.5275,NEGATIVE,0.9072
12/18/2023,Who are the Most Popular World Leaders?,165K views,0.5235,POSITIVE,0.8971
12/18/2023,Why China’s Belt and Road Initiative is Failing,768K views,0.5262,NEGATIVE,0.9161
12/18/2023,Azerbaijan’s Siege of Nagorno-Karabakh Explained,150K views,0.5207,NEGATIVE,0.89
12/18/2023,Can Netanyahu Survive his Judicial Reform U-Turn?,133K views,0.5164,NEGATIVE,0.9027
12/18/2023,Why are So Many Banks Collapsing?,131K views,0.5218,NEGATIVE,0.9122
12/18/2023,Israel’s Controversial Judicial Reforms Explained,138K views,0.515,NEGATIVE,0.8848
12/18/2023,3 Reasons Erdogan Will Win the Next Election,126K views,0.5191,NEGATIVE,0.8895
12/18/2023,3 Reasons Erdogan Will Lose the Next Election,194K views,0.5249,NEGATIVE,0.9169
12/18/2023,Is China Stepping Up Support to Russia?,84K views,0.5265,NEGATIVE,0.9197
12/18/2023,Why Nigerians are (already) protesting their new President,95K views,0.525,NEGATIVE,0.9038
12/18/2023,Can China Negotiate Peace in Ukraine?,81K views,0.5245,NEGATIVE,0.9227
12/18/2023,Turkey Is Still Blocking Sweden: What Should NATO Do?,210K views,0.5239,NEGATIVE,0.9101
12/18/2023,Is the Global Food Crisis Over?,85K views,0.5308,NEGATIVE,0.8989
12/18/2023,Will Burkina-Faso and Mali become one country?,182K views,0.5246,NEGATIVE,0.9092
12/18/2023,The US Shoots Down China's Balloon(s) - Are we in a New Cold War?,70K views,0.5193,NEGATIVE,0.9448
12/18/2023,Is Biden Starting a Trade War with Europe?,125K views,0.5252,NEGATIVE,0.9132
12/18/2023,3 Reasons China Will Overtake the US,96K views,0.526,NEGATIVE,0.9102
12/18/2023,Why Brazil and Argentina are Creating a Common Currency,140K views,0.5253,POSITIVE,0.891
12/18/2023,Iran’s Protests Subside: What Happens Next?,165K views,0.5174,NEGATIVE,0.9012
12/18/2023,No One likes Israel’s New Right-Wing Government,207K views,0.5202,NEGATIVE,0.8931
12/18/2023,How Bad Is China’s Demographic Crisis?,184K views,0.5271,NEGATIVE,0.9226
12/18/2023,Elections to Watch in 2023,152K views,0.5242,NEGATIVE,0.9133
12/18/2023,China is Militarising the South China Sea Islands (Again),140K views,0.5281,NEGATIVE,0.9208
12/18/2023,China is Finally Ending its Zero COVID Policy - why now?,88K views,0.5252,NEGATIVE,0.9227
12/18/2023,Conflicts to Watch in 2023,173K views,0.5213,NEGATIVE,0.9041
12/18/2022,Ethiopia’s Ceasefire is Working (but there’s now another war),118K views,0.5215,NEGATIVE,0.9128
12/18/2023,Is Turkey's Democracy in Danger?,145K views,0.5272,NEGATIVE,0.9164
12/18/2022,OPEC: The Cartel Controlling the World's Oil,105K views,0.5305,POSITIVE,0.9005
12/18/2022,Could Turkey Invade Syria?,151K views,0.5161,NEGATIVE,0.8893
12/18/2022,Iran's General Strike: Can the Regime Survive,256K views,0.5176,NEGATIVE,0.9019
12/18/2022,Could Indonesia Be a Global Superpower?,151K views,0.525,POSITIVE,0.8802
12/18/2022,China Protests: Will the CCP Scrap Zero-COVID?,156K views,0.5193,NEGATIVE,0.9251
12/18/2022,Why Guyana is the Worlds Fastest Growing Economy,164K views,0.5313,POSITIVE,0.902
12/18/2022,CFA Franc: France’s Colonial Currency,182K views,0.5235,POSITIVE,0.8926
12/18/2022,Everything Wrong with Qatar 2022 World Cup,286K views,0.5193,NEGATIVE,0.9237
12/18/2022,Iran's Protests Continue: When Will the Regime Collapse?,184K views,0.5174,NEGATIVE,0.8869
12/18/2022,Russia’s NATO is Collapsing: Will Armenia Leave the CSTO?,216K views,0.5241,NEGATIVE,0.9118
12/18/2022,Turkey's Inflation Hits New High: Will Erdogan Lose the 2023 Election?,204K views,0.5357,NEGATIVE,0.9053
12/18/2022,Can Netanyahu End Israel's Political Chaos?,67K views,0.5193,NEGATIVE,0.8955
12/18/2022,Brazil's Election Explained: How a Socialist beat 'Trump of the Tropics',169K views,0.5274,NEGATIVE,0.8874
12/18/2022,Iran is Backing Putin's War in Ukraine (here's how),127K views,0.528,NEGATIVE,0.9025
12/18/2022,Is China Telling the Truth about their GDP Figures,230K views,0.5283,NEGATIVE,0.9347
12/18/2022,What Happens if Iran Collapses?,333K views,0.5169,NEGATIVE,0.9166
12/18/2022,Is Ethiopia Stealing Egypt's Water?,142K views,0.5255,NEGATIVE,0.9106
12/18/2022,Is Putin Losing an Ally? India Turning Their Back on Russia,290K views,0.527,NEGATIVE,0.901
12/18/2022,Will the Iranian Regime Collapse?,384K views,0.5204,NEGATIVE,0.9156
12/18/2022,Putin Loses A Friend: Why Turkey Just Bailed on Russia,617K views,0.5258,NEGATIVE,0.9229
12/18/2022,Who Really Destroyed Nordstream (and why it matters),213K views,0.525,NEGATIVE,0.9439
12/18/2022,Hundreds Killed: The Armenia Azerbaijan Border Conflict,140K views,0.52,NEGATIVE,0.908
12/18/2022,China's Housing Crisis is Getting Much Worse,198K views,0.5277,NEGATIVE,0.9248
12/18/2022,Ethiopia's War Worsens: Will it Destroy the Country?,80K views,0.5167,NEGATIVE,0.9114
12/18/2022,Nuclear Power is Back... but will we Run Out of Uranium?,99K views,0.5313,NEGATIVE,0.882
12/18/2022,Did China Torture Uyghurs in Xinjiang?,79K views,0.5157,NEGATIVE,0.9097
12/18/2022,How Floods Exacerbated Pakistan's Economic Crisis,67K views,0.5284,NEGATIVE,0.9038
12/18/2022,When Could China Invade Taiwan? TLDR NEWS,148K views,0.5197,NEGATIVE,0.8852
12/18/2022,Why the Global Food Crisis is Actually Improving,106K views,0.5293,NEGATIVE,0.9073
12/18/2022,How China Could Create a Global Semiconductor Shortage,85K views,0.532,POSITIVE,0.9029
12/18/2022,China's Attempts to Resuscitate their Domestic Economy,224K views,0.5304,NEGATIVE,0.9131
12/18/2022,China & Europe's Relationship is Collapsing: The End of 16+1,193K views,0.5263,NEGATIVE,0.8985
12/18/2022,Vision 2030: Can Saudi Arabia Wean Itself off Oil?,90K views,0.5262,POSITIVE,0.8937
12/18/2022,Is China Trying to Blockade Taiwan?,107K views,0.519,NEGATIVE,0.9059
12/18/2022,South Asia is in Crisis Mode: That Matters,157K views,0.5206,NEGATIVE,0.9251
12/18/2022,Why did Peru Sack (yet another) Prime Minister?,64K views,0.5143,NEGATIVE,0.9051
12/18/2022,Pelosi Visits Taiwan: What Happens Next?,137K views,0.5163,NEGATIVE,0.9266
12/18/2022,Turkey's Inflation is Wild... but their economy is booming.,179K views,0.5317,NEGATIVE,0.9106
12/18/2022,China’s Major Overseas Debt Problem,206K views,0.5264,NEGATIVE,0.9236
12/18/2022,Broken Alliance: Is Kazakhstan Turning Their Back on Putin?,242K views,0.5293,NEGATIVE,0.9069
12/18/2022,How China's Banking Crisis Could hit the World,238K views,0.5257,NEGATIVE,0.934
12/18/2022,Could This Be Asia's Newest Nation?,162K views,0.5198,NEGATIVE,0.9061
12/18/2022,Sri-Lanka Has Been Overturned by Activists: How it Happened,123K views,0.5182,NEGATIVE,0.9242
12/18/2022,Putin Loses a Friend: Has Erdogan Rejected Russia?,119K views,0.5198,NEGATIVE,0.8988
12/18/2022,The Most Dangerous Region in Africa,92K views,0.5163,NEGATIVE,0.8948
12/18/2022,Why are our IQs Falling?,155K views,0.5207,NEGATIVE,0.8979
12/18/2022,Why Did Israel's Government Collapse (again)?,128K views,0.5197,NEGATIVE,0.9131
12/18/2022,The Taliban a Year Later: How is Afghanistan Doing?,396K views,0.5222,NEGATIVE,0.9187
12/18/2022,Is the Global Food Crisis About to Get Much Worse? - TLDR News,87K views,0.5308,NEGATIVE,0.9132
12/18/2022,How Putin made Nuclear War More Likely - TLDR News,66K views,0.5199,NEGATIVE,0.9047
12/18/2022,"Turkey's ""Blue Homeland"" Plan to Take Over the Mediterranean - TLDR News",120K views,0.5148,NEGATIVE,0.8728
12/18/2022,Colombia's Shock Election Result - TLDR News,104K views,0.5205,NEGATIVE,0.893
12/18/2022,Does Biden’s have a new Taiwan Policy? Could this Escalate Tensions - TLDR News,77K views,0.5256,NEGATIVE,0.9048
12/18/2022,Could Azawad Become Africa's Newest Country? - TLDR News,203K views,0.5257,NEGATIVE,0.897
12/18/2022,Three Reasons China's Economy is Shrinking - TLDR News,213K views,0.5368,NEGATIVE,0.9284
12/18/2022,The Future Most Powerful Countries: Who Holds all the Rare Earth Metals? - TLDR News,95K views,0.5344,NEGATIVE,0.9042
12/18/2022,How Australia Kicked out the Right - TLDR News,124K views,0.5201,NEGATIVE,0.8869
12/18/2022,China's Military Expansion: Why the West is Anxious - TLDR News,91K views,0.5227,NEGATIVE,0.8954
12/18/2022,Is the Global Housing Bubble About to Burst? - TLDR News,193K views,0.5244,NEGATIVE,0.9015
12/18/2022,How the Cryptocurrency Crash Could Bankrupt El Salvador? What Went Wrong? - TLDR News,119K views,0.5288,NEGATIVE,0.9315
12/18/2022,"The End of ""Brazil's Trump""? - TLDR News",73K views,0.5186,NEGATIVE,0.9028
12/18/2022,Philippine Election Explained: Why they Elected a Dictator’s Son - TLDR News,152K views,0.5244,POSITIVE,0.9001
12/18/2022,The Russia-China-India Strategic Triangle: A New Alliance - TLDR News,143K views,0.5256,NEGATIVE,0.9193
12/18/2022,Turkey's Economy is so Bad it Could Start a War (yes really) - TLDR News,373K views,0.524,NEGATIVE,0.916
12/18/2022,Russia vs Japan: The Ongoing Battle for the Kuril Islands - TLDR News,110K views,0.5311,NEGATIVE,0.8951
12/18/2022,What Can Taiwan Learn from Ukraine (to help them beat China) - TLDR News,125K views,0.5222,NEGATIVE,0.8983
12/18/2022,Asia's 'NATO': How the Quad is Changing China - TLDR News,150K views,0.5236,NEGATIVE,0.8799
12/18/2022,Why is Sri Lanka Collapsing? - TLDR News,153K views,0.5257,NEGATIVE,0.9321
12/18/2022,China's Solomon Island Pact which Shocked Everyone - TLDR News,162K views,0.5335,NEGATIVE,0.9044
12/18/2022,Does India Still Support Putin (and if so why?) - TLDR News,110K views,0.5277,NEGATIVE,0.8899
12/18/2022,Imran Khan is Actually Out (What Happens Next?) - TLDR News,135K views,0.5173,NEGATIVE,0.8866
12/18/2022,Russia's Demographic Crisis Explained - TLDR News,553K views,0.5271,NEGATIVE,0.9199
12/18/2022,Can Khan Survive Pakistan's Constitutional Crisis? - TLDR News,121K views,0.5199,NEGATIVE,0.9187
12/18/2022,Will Xi Jingping be China's President FOREVER? - TLDR News,136K views,0.5211,POSITIVE,0.8993
12/18/2022,Has China Finally Abandoned Russia? - TLDR News,409K views,0.5287,NEGATIVE,0.9014
12/18/2022,How Putin Revived the Russian Economy - TLDR News,241K views,0.5405,NEGATIVE,0.9231
12/18/2022,Putin's Crazy Claims About Ukraine's Bio-Weapons (and why they're wrong) - TLDR News,99K views,0.5186,NEGATIVE,0.9447
12/18/2022,Could Putin be Jailed as a War Criminal? - TLDR News,115K views,0.5153,NEGATIVE,0.9082
12/18/2022,Should We Sanction Russian Oil & Gas? - TLDR News,90K views,0.537,NEGATIVE,0.9091
12/18/2022,Russia Ukraine is Causing a Global Food Crisis - TLDR News,170K views,0.5327,NEGATIVE,0.9033
12/18/2022,What's Really Happening to China's Economy - TLDR News,539K views,0.529,NEGATIVE,0.9204
12/18/2022,Why No 'No-Fly Zone'? Is the World Letting Ukraine Down? - TLDR News,86K views,0.5199,NEGATIVE,0.9086
12/18/2022,Global Oil Crisis: America's Unusual Ally - TLDR News,138K views,0.5308,NEGATIVE,0.8978
12/18/2022,Putin's Global Energy Crisis Explained - TLDR News,145K views,0.5321,NEGATIVE,0.9186
12/18/2022,3 Ways the Russia Ukraine Conflict Could End - TLDR News,331K views,0.5183,NEGATIVE,0.9064
12/18/2022,Could Putin Start a Nuclear War - TLDR News,172K views,0.522,NEGATIVE,0.9018
12/18/2022,Did China Get Played by Putin on Ukraine? - TLDR News,746K views,0.5295,NEGATIVE,0.9119
12/18/2022,Turkey's Economy Hits a New Low (Thanks to the Ukraine Crisis) - TLDR News,275K views,0.5281,NEGATIVE,0.9125
12/18/2022,"Every War in the World: All 59 Global Conflicts and 164,721 Annual Deaths Explained - TLDR News",140K views,0.5297,NEGATIVE,0.9211
12/18/2022,Hypersonic Missiles: Is North Korea Changing Global Warfare? - TLDR News,61K views,0.5204,NEGATIVE,0.9114
12/18/2022,Are Economic Sanctions Failing & Does That Mean More War? - TLDR News,120K views,0.5175,NEGATIVE,0.8966
12/18/2022,Why Did 2021 Have SO MANY COUPS? - TLDR News,112K views,0.5268,NEGATIVE,0.8825
12/18/2022,Turkey's Economic Crisis Gets Worse: Why They Want Your Gold - TLDR News,356K views,0.5274,NEGATIVE,0.9343
12/18/2022,Will Bitcoin Bankrupt El Salvador? What Went Wrong? - TLDR News,154K views,0.5237,NEGATIVE,0.9085
12/18/2022,Russia and China’s Anti-US Alliance Explained - TLDR News,88K views,0.5355,POSITIVE,0.8866
12/18/2022,How Erdogan's Strategy Backfired: Turkey's Economic Crisis Explained - TLDR News,321K views,0.5259,NEGATIVE,0.929
12/18/2022,"Canada's ""Freedom Convoy"": The Trucker Takeover Explained - TLDR News",103K views,0.5182,NEGATIVE,0.9103
12/18/2022,China's Fertility Problem Just Got Worse: Birth Rate Hits Record Low - TLDR News,277K views,0.5287,NEGATIVE,0.9191
12/18/2022,What's Happening in Myanmar? Myanmar's Civil War - TLDR News,101K views,0.517,NEGATIVE,0.9281
12/18/2022,The United Nations Explained: How Does it ACTUALLY Work? - TLDR News,412K views,0.5201,POSITIVE,0.9119
12/18/2022,Kazakhstan's Protests: How Fuel Prices Destroyed a Government - TLDR News,152K views,0.5213,NEGATIVE,0.9272
12/18/2022,ASEAN Explained: Asia's Version of the European Union? - TLDR News,647K views,0.5192,POSITIVE,0.9063
12/18/2022,Arctic War: The Growing Tensions over Arctic Resources - TLDR News,111K views,0.5268,NEGATIVE,0.892
12/18/2022,Can Erdogan Save the Turkish Lira?: Resurrecting a Currency - TLDR News,262K views,0.5283,NEGATIVE,0.9255
12/18/2022,Hong Kong's Election: How China Rigged Democracy - TLDR News,117K views,0.5203,NEGATIVE,0.8876
12/18/2021,Africa's First Superpower? Could the East Africa Federation Become a Reality? - TLDR News,572K views,0.5243,POSITIVE,0.8998
12/18/2021,Afghanistan's Famine: How should the West Help? - TLDR News,70K views,0.5236,NEGATIVE,0.94
12/18/2021,Evergrande (finally) Defaults: Can China’s Economy Survive? - TLDR News,620K views,0.528,NEGATIVE,0.9245
12/18/2021,How Medium Sized Meddlers Took Over the Middle East - TLDR News,74K views,0.5169,NEGATIVE,0.8994
12/18/2021,Chinese Superpower: 3 Reasons China Will Overtake America - TLDR News,158K views,0.5239,NEGATIVE,0.9116
12/18/2021,Why Turkey's Currency Just Collapsed: The Lira Economic Crisis - TLDR News,800K views,0.5292,NEGATIVE,0.9206
12/18/2021,How China and Australia Fell Out: From Friends to Enemies - TLDR News,116K views,0.525,NEGATIVE,0.9158
12/18/2021,Venezuela's Election: A Dictatorship or a Real Democracy? - TLDR News,72K views,0.5195,NEGATIVE,0.9267
12/18/2021,"How Chile's ""Trump"" Just Won the Election's First Round - TLDR News",67K views,0.5243,NEGATIVE,0.8957
12/18/2021,3 Reasons China Won't Overtake America as the Leading Superpower - TLDR News,247K views,0.5291,NEGATIVE,0.9147
12/18/2021,Argentina's Election Shakes Up the Country's Politics - TLDR News,109K views,0.5161,NEGATIVE,0.8877
12/18/2021,Kurdistan Explained: The State That Will Never Be a State - TLDR News,278K views,0.5152,NEGATIVE,0.8611
12/18/2021,Is Japan a De-Facto One Party State? The Japanese Election Explained - TLDR News,268K views,0.5236,NEGATIVE,0.9074
12/18/2021,China & Russia's New Military Alliance Explained - TLDR News,108K views,0.5298,NEGATIVE,0.8877
12/18/2021,Sudan's Coup: How the Military Took Over Sudan - TLDR News,99K views,0.52,NEGATIVE,0.9142
12/18/2021,Ethiopia's Never-Ending Civil War: Should the West Intervene? - TLDR News,96K views,0.5196,NEGATIVE,0.9198
12/18/2021,World War Three? Why a China Taiwan War is Getting Increasingly Likely - TLDR News,165K views,0.5246,NEGATIVE,0.9209
12/18/2021,How A Country Ran Out of Power for 24 Hours: Lebanon's Energy Crisis - TLDR News,88K views,0.5227,NEGATIVE,0.9137
12/18/2021,Evergrande's Contagion: The Company Destroying China's Economy? - TLDR News,249K views,0.5293,NEGATIVE,0.9142
12/18/2021,China's Banning Effeminate & LGBTQ+ Video Game Characters - TLDR News,110K views,0.5224,NEGATIVE,0.9085
12/18/2021,Which Country is Safest in an APOCALYPSE? - TLDR News,56K views,0.5235,POSITIVE,0.8904
12/18/2021,China's Energy Crisis: Why The Lights are Going Out - TLDR News,364K views,0.5279,NEGATIVE,0.9164
12/18/2021,How Worried Should We Be About Inflation? - TLDR News,111K views,0.5281,NEGATIVE,0.8929
12/18/2021,How Trudeau Won & Also Lost: Canada's Election Results - TLDR News,102K views,0.5254,NEGATIVE,0.8927
12/18/2021,Evergrande's Debt Problems: Could It Cripple China's Economy? - TLDR News,307K views,0.5304,NEGATIVE,0.9161
12/18/2021,Japanese Prime Minister RESIGNS: What Happens Next? - TLDR News,117K views,0.5219,NEGATIVE,0.9132
12/18/2021,Canadian Election: Could O'Toole's Conservative's Beat Trudeau's Liberals? - TLDR News,123K views,0.5193,NEGATIVE,0.8995
12/18/2021,Does Western Intervention Ever Work? - TLDR News,83K views,0.5131,NEGATIVE,0.9156
12/18/2021,China's Failed Vaccine Diplomacy Explained - TLDR News,426K views,0.5264,NEGATIVE,0.9227
12/18/2021,China's Expanding Nuclear Weapons Arsenal Explained - TLDR News,94K views,0.5313,NEGATIVE,0.9159
12/18/2021,The Taliban's Future: Who Will Be Their Allies? - TLDR News,154K views,0.5243,NEGATIVE,0.8894
12/18/2021,Canada's Snap Election: Can Trudeau Win Again? - TLDR News,78K views,0.5254,NEGATIVE,0.9112
12/18/2021,"The Taliban Explained: The Rise, Fall and Rise Again - TLDR News",67K views,0.5191,NEGATIVE,0.8974
12/18/2021,Taliban Takeover Explained: The Week Where Afghanistan Fell - TLDR News,233K views,0.519,NEGATIVE,0.8944
12/18/2021,Zambia’s Elections: Can Hichilema Save Democracy? - TLDR News,85K views,0.5242,NEGATIVE,0.9041
12/18/2021,Every Monarchy in the World Explained - TLDR News,95K views,0.5197,POSITIVE,0.8794
12/18/2021,Iran's Water Crisis: Raisi's Political Crisis Explained - TLDR News,66K views,0.5231,NEGATIVE,0.9121
12/18/2021,End of Communism? Cuba's Political Crisis & Protests Explained - TLDR News,111K views,0.5274,NEGATIVE,0.9142
12/18/2021,Why is South Africa Self-Destructing? - TLDR News,196K views,0.5181,NEGATIVE,0.9146
12/18/2021,The World's Biggest Dam: Could it Start a War Between China & India - TLDR News,486K views,0.5249,NEGATIVE,0.895
12/18/2021,Which Country Has the Best & Worst Life Expectancy? Why? - TLDR News,118K views,0.5258,NEGATIVE,0.8914
12/18/2021,Facebook Engineers Hacking Women & Trump's Lawsuit Against Social Media - TLDR News,37K views,0.5261,NEGATIVE,0.9111
12/18/2021,Taliban Take Over Afghanistan: Is America Leaving too Soon? - TLDR News,77K views,0.5173,NEGATIVE,0.9
12/18/2021,The Assassination of Haiti's President: What We Still Don't Know - TLDR Now,358K views,0.5229,NEGATIVE,0.9114
12/18/2021,"Canada's Wildfires, the Olympic Weed Scandal & China's European Influence Grows - TLDR News",47K views,0.5255,NEGATIVE,0.9047
12/18/2021,Where Are Refugees Going: Refugee Journeys Mapped - TLDR News,85K views,0.523,NEGATIVE,0.9057
12/18/2021,"Trump's Back (for 2024?), Brazil's Rainforest Corruption Scandal & Hungary's LGBTQ+ Law - TLDR News",55K views,0.5223,NEGATIVE,0.9153
12/18/2021,The Secret International Language: Esperanto Explained - TLDR News,90K views,0.5161,POSITIVE,0.9035
12/18/2021,The Rise of Islam: What's the World's Most Religious Country? - TLDR News,296K views,0.5326,NEGATIVE,0.8877
12/18/2021,"Iran's New Hardline President (& Nuclear Deal), North Korea's Famine & The Delta Variant - TLDR News",53K views,0.5315,NEGATIVE,0.9028
12/18/2021,China's $50 Billion Sichuan-Tibet Railway: One of the World's Biggest Projects - TLDR News,114K views,0.5237,POSITIVE,0.9044
12/18/2021,"Israel Kicks Netanyahu Out, The Outcomes of G7 and Japan's Controversial Olympics - TLDR News",75K views,0.5249,NEGATIVE,0.8975
12/18/2021,Every Military Alliance Explained: All Of The World's Alliances - TLDR News,738K views,0.5253,POSITIVE,0.8833
12/18/2021,Africa's Newest Nation? Should Somaliland Become an Official Country? - TLDR News,191K views,0.5193,NEGATIVE,0.8951
12/18/2021,"Russian Nord Stream 2 Pipeline Complete, Trump's Ban Extended, EU Rejects Chinese Deal & - TLDR News",54K views,0.5272,NEGATIVE,0.8969
12/18/2021,Israel's New Coalition: Could Benjamin Netanyahu Be Kicked Out? - TLDR News,72K views,0.518,NEGATIVE,0.9079
12/18/2021,Which Countries Have Declining Populations & What Can They Do About It? - TLDR News,556K views,0.5231,NEGATIVE,0.9015
12/18/2021,"Israel & Palestine's Ceasefire, Spain's Migrant Crisis & Mexico's Political Deaths - TLDR News",44K views,0.5188,NEGATIVE,0.8995
12/18/2021,State Cryptocurrencies: Should Countries Issue Digital Dollars? - TLDR News,43K views,0.525,NEGATIVE,0.9004
12/18/2021,"The Latest Updates from Israel, Colombia's Protests & Biden's Rejected COVID Plans - TLDR News",121K views,0.5219,NEGATIVE,0.9093
12/18/2021,The Israel Palestine Dispute Explained: Why are Rocket Strikes Being Fired? - TLDR News,453K views,0.5147,NEGATIVE,0.9014
12/18/2021,"Trump's Facebook Ban, France's Upcoming Civil War & Buffet Announces a Successor - TLDR News",76K views,0.5333,NEGATIVE,0.8802
12/18/2021,Which Country is the Most Democratic? - TLDR News,401K views,0.5157,POSITIVE,0.8691
12/18/2021,"India's COVID Nightmare, The Bill Gates' Divorce & Biden Changes Refugee Rules - TLDR News",32K views,0.5228,NEGATIVE,0.9041
12/18/2021,Why is Global Fertility Falling & Penises Shrinking? - TLDR News,634K views,0.5217,NEGATIVE,0.8966
12/18/2021,Boycotting China's 2022 Olympics: Should Countries Refuse to Take Part in Beijing? - TLDR News,118K views,0.5197,NEGATIVE,0.9098
12/18/2021,"Europe's Controversial Football Super League, The Vatican out of Cash & Navalny's Health - TLDR News",30K views,0.5217,NEGATIVE,0.9134
12/18/2021,TLDR Plays GeoGuessr: Can Journalists Beat GeoGuessr? - TLDR News,12K views,0.5221,NEGATIVE,0.9111
12/18/2021,"$110,000,000,000,000: How Much Money is there in the World? - TLDR News",34K views,0.5253,NEGATIVE,0.9121
12/18/2021,"Iran's Nuclear Terrorism, China's Vaccines Ineffective? & India's Super Spreaders - TLDR News",26K views,0.5256,NEGATIVE,0.9075
