Date of Article,Time of Article,title,published,type,link,PTR Headline Sentiment,Flair Headline Sentiment,Flair Score
12/12/2024,01:54:57,OPEC cuts 2024 oil demand growth forecast for fifth time,Offshore Technology,STORY,https://finance.yahoo.com/m/7bd927da-3e94-3403-9c55-0dcd637c1b6c/opec-cuts-2024-oil-demand.html,0.555,NEGATIVE,0.805
12/12/2024,01:54:00,Elis: Disclosure of the number of shares forming the capital and of the total number of voting rights as of 30 11 2024,GlobeNewswire,STORY,https://finance.yahoo.com/news/elis-disclosure-number-shares-forming-095400246.html,0.505,POSITIVE,0.969
12/12/2024,01:52:00,"World Automated Microbiology Market Growth Opportunities, Shares by Assay, Segment Forecasts, Competitive Strategies and SWOT Analysis Across 92 Countries",GlobeNewswire,STORY,https://finance.yahoo.com/news/world-automated-microbiology-market-growth-095200047.html,0.549,POSITIVE,0.999
12/12/2024,01:51:00,Is the Stock Market Going to Crash Under President-Elect Donald Trump? Here's What History Has to Say.,Motley Fool,STORY,https://finance.yahoo.com/m/635dff7d-62b7-32e9-99ce-949962be5d4a/is-the-stock-market-going-to.html,0.574,POSITIVE,0.573
12/12/2024,01:51:00,"Autonomous Last Mile Delivery Market to Generate Revenues of $88.9 Billion by 2032, Rising at 19.06% CAGR",GlobeNewswire,STORY,https://finance.yahoo.com/news/autonomous-last-mile-delivery-market-095100020.html,0.551,POSITIVE,0.995
12/12/2024,01:51:00,Baby Food Packaging Market to Drive Growth at 122.03 Billion by 2031 |SkyQuest Technology,GlobeNewswire,STORY,https://finance.yahoo.com/news/baby-food-packaging-market-drive-095100117.html,0.591,POSITIVE,0.996
12/12/2024,01:50:39,UK Ofgem proposes reforms to tackle $5bn household energy debts,Power Technology,STORY,https://finance.yahoo.com/m/cc073a8a-12ed-3b4a-adc6-290b22458887/uk-ofgem-proposes-reforms-to.html,0.512,NEGATIVE,0.937
12/13/2024,00:43:52,Thick as Thieves is a multiplayer stealth-action game from legends Warren Spector and Paul Neurath,Engadget,STORY,https://finance.yahoo.com/m/6284a6c1-b2c1-4b46-9933-e652d0adc8fd/thick-as-thieves-is-a.html,0.5,POSITIVE,0.999
12/13/2024,00:42:00,D2 Dispensaries Launches GRÄS Tasty Vape with $12 December Pricing,Business Wire,STORY,https://finance.yahoo.com/news/d2-dispensaries-launches-gr-tasty-004200245.html,0.51,POSITIVE,0.603
12/13/2024,00:41:40,Dow Jones Futures: AI Chip Stock Broadcom Surges On Earnings,Investor's Business Daily,STORY,https://finance.yahoo.com/m/f1949407-f426-3152-a4d7-ef2148cb6957/dow-jones-futures%3A-ai-chip.html,0.611,NEGATIVE,0.729
12/13/2024,00:35:00,Lujan Grisham releases budget proposal for next year,The Santa Fe New Mexican,STORY,https://finance.yahoo.com/m/8b86c8b8-cf15-3b26-baa1-15e3e4660059/lujan-grisham-releases-budget.html,0.611,POSITIVE,0.983
12/13/2024,00:32:42,"Trump advisers seek to shrink or eliminate bank regulators, WSJ reports",Reuters,STORY,https://finance.yahoo.com/news/trump-advisers-seek-shrink-eliminate-003242758.html,0.51,NEGATIVE,0.996
12/13/2024,00:31:42,"Costco membership growth 'robust,' even amid fee increase: What to know about earnings release",USA TODAY,STORY,https://finance.yahoo.com/m/59ab42bf-c390-3f5c-a15f-3bb09bff25cd/costco-membership-growth.html,0.588,POSITIVE,0.99
12/13/2024,00:31:00,WesBanco acquiring Premier Financial Corporation,"The Lima News, Ohio",STORY,https://finance.yahoo.com/m/828f4220-b0c2-399c-bcbf-55d9e9d898ad/wesbanco-acquiring-premier.html,0.554,NEGATIVE,0.622
12/13/2024,00:31:00,"Groups condemn ""betrayal of public health"" as pro-industry settlement gets creditor approval",CNW Group,STORY,https://finance.yahoo.com/news/groups-condemn-betrayal-public-health-003100494.html,0.512,NEGATIVE,0.976
12/14/2024,00:54:55,Court denies TikTok's request to halt enforcement of potential US ban until Supreme Court review,Associated Press Finance,STORY,https://finance.yahoo.com/m/72ef8e28-2ab3-361b-a4de-95011de70618/court-denies-tiktok%27s-request.html,0.513,NEGATIVE,0.878
12/14/2024,00:54:39,"Palantir, MicroStrategy Likely To Join Nasdaq 100; Will Moderna, Super Micro Get The Axe?",Investor's Business Daily,STORY,https://finance.yahoo.com/m/a00aaa55-9c87-333d-a96e-9374e0fea86c/palantir%2C-microstrategy.html,0.516,NEGATIVE,0.981
12/14/2024,00:52:21,A federal appeals court has left in place a mid-January deadline requiring TikTok to be sold or face a US ban,Associated Press Finance,STORY,https://finance.yahoo.com/news/federal-appeals-court-left-place-005221568.html,0.51,NEGATIVE,0.997
12/14/2024,00:49:18,Dow Jones Futures: Nasdaq Bucks Slide As Fed Meeting Looms; Is Nvidia An AI Laggard?,Investor's Business Daily,STORY,https://finance.yahoo.com/m/35e14e56-fa5b-3029-97ad-b20f48aaba4b/dow-jones-futures%3A-nasdaq.html,0.539,NEGATIVE,0.954
12/14/2024,00:48:54,Advisor to Robert F. Kennedy Jr. petitioned FDA to withdraw polio vaccine,USA TODAY,STORY,https://finance.yahoo.com/m/1a76635c-afed-30ba-be35-208492430e0d/advisor-to-robert-f.-kennedy.html,0.504,NEGATIVE,0.988
12/14/2024,00:42:00,TikTok loses its bid to pause the law that could ban it next month,Engadget,STORY,https://finance.yahoo.com/m/58126786-13f2-4a28-9780-cf1d5ef9af04/tiktok-loses-its-bid-to-pause.html,0.523,NEGATIVE,0.999
12/14/2024,00:34:17,Your Home-Insurance Bill Has Only One Way to Go: Up,The Wall Street Journal,STORY,https://finance.yahoo.com/m/05eda3d6-f45f-38fb-a5c9-817269d31a04/your-home-insurance-bill-has.html,0.527,POSITIVE,0.553
12/14/2024,00:34:00,"Meow Wolf announces new round of layoffs affecting 75 employees, 45 in New Mexico",The Santa Fe New Mexican,STORY,https://finance.yahoo.com/m/f986c7a5-8ba7-3b06-a3c5-5e16e5263eeb/meow-wolf-announces-new-round.html,0.57,NEGATIVE,0.984
12/15/2024,01:44:00,"TV And Movie Merchandise Market size to increase by USD 103.5 Billion between 2023 to 2028, Market Segmentation by Application, Product, Geography ,  Technavio",PR Newswire,STORY,https://finance.yahoo.com/news/tv-movie-merchandise-market-size-014400696.html,0.581,POSITIVE,0.976
12/15/2024,01:37:59,Rhode Island hit by data breach as hackers demand ransom,Reuters,STORY,https://finance.yahoo.com/m/d995637f-1c95-3e96-bb3e-1c06090298c0/rhode-island-hit-by-data.html,0.516,NEGATIVE,0.995
12/15/2024,01:33:00,"Medical Equipment Maintenance Market , 33% of Growth to Originate from North America, Technavio",PR Newswire,STORY,https://finance.yahoo.com/news/medical-equipment-maintenance-market-33-013300970.html,0.588,POSITIVE,0.997
12/15/2024,01:31:50,"'This has gone too far': Drones temporarily closed runways at NY airport, governor says",USA TODAY,STORY,https://finance.yahoo.com/m/7a545321-d50c-397e-b6c6-34fca915e567/%27this-has-gone-too-far%27%3A.html,0.504,NEGATIVE,0.997
12/15/2024,01:31:16,US Fed expected to cut rates in last meeting of Biden era,AFP,STORY,https://finance.yahoo.com/news/us-fed-expected-cut-rates-013116176.html,0.533,NEGATIVE,0.957
12/15/2024,01:19:43,Ex-prisoners back in Syria's cells 'of despair',AFP,STORY,https://finance.yahoo.com/m/3573a07c-8c23-33aa-b302-76faf4372892/ex-prisoners-back-in-syria%27s.html,0.503,NEGATIVE,0.994
12/15/2024,01:19:10,Estimating The Fair Value Of Telekom Malaysia Berhad (KLSE:TM),Simply Wall St.,STORY,https://finance.yahoo.com/news/estimating-fair-value-telekom-malaysia-011910639.html,0.516,POSITIVE,0.617
12/15/2024,01:11:00,"Personalized Gifts Market to grow by USD 14.98 Billion (2024-2028), innovation in product offerings drives growth, AI-powered report - Technavio",PR Newswire,STORY,https://finance.yahoo.com/news/personalized-gifts-market-grow-usd-011100912.html,0.569,POSITIVE,0.999
12/16/2024,01:33:47,"Garcia injures wrist in training, Anpo fight postponed",AFP,STORY,https://finance.yahoo.com/m/c21a6eb8-60cd-3fbf-b054-15382d29086b/garcia-injures-wrist-in.html,0.5,NEGATIVE,0.986
12/16/2024,01:33:00,"Live Music Market size to increase by USD 35.56 Billion between 2023 to 2028, Market Segmentation by Revenue, Genre, Geography,  Technavio",PR Newswire,STORY,https://finance.yahoo.com/news/live-music-market-size-increase-013300989.html,0.586,POSITIVE,0.905
12/16/2024,01:30:40,"Dollar hovers near 3-week high before Fed; bitcoin tops $105,000",Reuters,STORY,https://finance.yahoo.com/news/dollar-hovers-near-3-week-013040396.html,0.528,NEGATIVE,1.0
12/16/2024,01:30:20,"'RIP Hollywood?' Joe Rogan Shares OpenAI's Sora Video, Asking The Question On Everyone's Mind – Is A Trillion-Dollar Industry At Risk?",Benzinga,STORY,https://finance.yahoo.com/news/rip-hollywood-joe-rogan-shares-013020201.html,0.509,NEGATIVE,0.712
12/16/2024,01:30:00,3 Must-Know Facts About Lululemon Before Buying the Stock,Motley Fool,STORY,https://finance.yahoo.com/m/3d49040c-5c5a-3461-af85-7ada3b0bf49b/3-must-know-facts-about.html,0.583,POSITIVE,0.983
12/16/2024,01:30:00,"New Debut this December, The Standard, Singapore",PR Newswire,STORY,https://finance.yahoo.com/news/debut-december-standard-singapore-013000767.html,0.599,POSITIVE,0.998
12/16/2024,01:29:59,Bucky Irving's best runs from 117-yard game vs. Chargers Week 15,NFL Highlights,VIDEO,https://finance.yahoo.com/m/89d3f6a5-8502-3d60-a1e7-dbbdd1ca35f9/bucky-irving%27s-best-runs-from.html,0.532,POSITIVE,0.996
12/16/2024,01:28:57,Bills vs. Lions highlights Week 15,NFL Highlights,VIDEO,https://finance.yahoo.com/m/de5c06f9-1a7f-3393-8e18-cebd0cd980ed/bills-vs.-lions-highlights.html,0.54,POSITIVE,0.916
12/17/2024,02:31:00,"Media Advisory - Prime Minister's itinerary for Tuesday, December 17, 2024",CNW Group,STORY,https://finance.yahoo.com/news/media-advisory-prime-ministers-itinerary-023100082.html,0.511,POSITIVE,0.933
12/17/2024,02:30:00,Vicinity: Pushing the Boundaries of 5G,PR Newswire,STORY,https://finance.yahoo.com/news/vicinity-pushing-boundaries-5g-023000382.html,0.5,POSITIVE,0.947
12/17/2024,02:29:31,"Asian shares drift, dollar firms ahead of central bank meetings",Reuters,STORY,https://finance.yahoo.com/news/asian-shares-drift-dollar-firms-022931848.html,0.524,NEGATIVE,0.999
12/17/2024,02:29:00,Japan Fruit and Vegetables Export Promotion Council: Smile Japanese Fruits Gift Campaign,Business Wire,STORY,https://finance.yahoo.com/news/japan-fruit-vegetables-export-promotion-022900995.html,0.508,POSITIVE,0.995
12/17/2024,02:27:24,From tornadoes to car crashes: Dashcam videos capture action across the US,USA TODAY,STORY,https://finance.yahoo.com/m/168d8f85-16fb-355c-8dfb-75cf72d8b3eb/from-tornadoes-to-car.html,0.511,POSITIVE,1.0
12/17/2024,02:25:00,ATS Announces Offering and Pricing of Upsized Reopening of $200 Million Senior Notes Due 2032,Business Wire,STORY,https://finance.yahoo.com/news/ats-announces-offering-pricing-upsized-022500278.html,0.548,POSITIVE,0.799
12/17/2024,02:24:38,Canada deputy PM quits in tariff rift with Trudeau,AFP,STORY,https://finance.yahoo.com/m/519b2706-a60a-3eab-a510-5e8fe70c2c70/canada-deputy-pm-quits-in.html,0.497,NEGATIVE,0.992
12/17/2024,02:22:46,Embassy plans add to UK headaches in resetting China ties,AFP,STORY,https://finance.yahoo.com/m/2d1060c7-e7ac-354c-96e5-38d6092671b4/embassy-plans-add-to-uk.html,0.526,NEGATIVE,0.999
12/18/2024,01:40:14,Congress avoids serious government shutdown – for now – after lawmakers reach bipartisan deal,USA TODAY,STORY,https://finance.yahoo.com/m/68ae5bf8-9975-30fe-b038-8e2b406e301f/congress-avoids-serious.html,0.518,POSITIVE,0.949
12/18/2024,01:36:00,Audio Muse Unveils Groundbreaking AI Audio Enhancer for Superior Sound Quality,GlobeNewswire,STORY,https://finance.yahoo.com/news/audio-muse-unveils-groundbreaking-ai-013600317.html,0.534,POSITIVE,0.999
12/18/2024,01:34:00,"CLISA - COMPAÑÍA LATINOAMERICANA DE INFRAESTRUCTURA & SERVICIOS S.A. (""CLISA"") Announces Results of Consent Solicitation with respect to its outstanding Step-Up Senior Secured Notes due 2027",PR Newswire,STORY,https://finance.yahoo.com/news/clisa-compa-latinoamericana-infraestructura-servicios-013400960.html,0.501,POSITIVE,0.996
12/18/2024,01:30:08,'Everybody wants to be my friend': Trump feels the love,AFP,STORY,https://finance.yahoo.com/m/16fd010a-a189-3e1c-94bc-487bef103930/%27everybody-wants-to-be-my.html,0.506,POSITIVE,0.949
12/18/2024,01:29:00,Global Uranium Corp. Announces Extension of Marketing Program,GlobeNewswire,STORY,https://finance.yahoo.com/news/global-uranium-corp-announces-extension-012900206.html,0.535,NEGATIVE,0.99
12/18/2024,01:26:58,For real life? 'Bluey' coming to the big screen,AFP,STORY,https://finance.yahoo.com/m/31844612-fdbf-3d1d-adca-c75e942326fb/for-real-life%3F-%27bluey%27-coming.html,0.523,POSITIVE,0.989
12/18/2024,01:26:21,"Chelsea, Lyon top Women's Champions League groups with perfect records",AFP,STORY,https://finance.yahoo.com/m/419e68d9-59e3-3c45-a87c-0082377a86b8/chelsea%2C-lyon-top-women%27s.html,0.511,POSITIVE,0.999
12/18/2024,01:25:20,Jets' He becomes first Chinese-born player to sign NHL deal,AFP,STORY,https://finance.yahoo.com/m/51e51a4f-abc1-32ab-9757-08eb51b2a9d0/jets%27-he-becomes-first.html,0.519,POSITIVE,0.854
12/19/2024,04:45:57,What Makes Alight Inc. (ALIT) a Favorite Stock for Billionaire David Einhorn?,Insider Monkey,STORY,https://finance.yahoo.com/news/makes-alight-inc-alit-favorite-084557798.html,0.56,POSITIVE,0.775
12/19/2024,04:45:00,Correction: Aspo’s financial reporting in 2025,GlobeNewswire,STORY,https://finance.yahoo.com/news/correction-aspo-financial-reporting-2025-084500338.html,0.525,NEGATIVE,0.991
12/19/2024,04:44:54,What Makes Viatris (VTRS) a Favorite Stock for Billionaire David Einhorn?,Insider Monkey,STORY,https://finance.yahoo.com/news/makes-viatris-vtrs-favorite-stock-084454788.html,0.559,POSITIVE,0.588
12/19/2024,04:41:00,Form 8.5 (EPT/RI)-De La Rue plc,GlobeNewswire,STORY,https://finance.yahoo.com/news/form-8-5-ept-ri-084100312.html,0.516,POSITIVE,0.993
12/19/2024,04:40:00,Top power sector deals in 2024,Power Technology,STORY,https://finance.yahoo.com/m/24cb4b21-c02d-3ead-8885-9cd6f64ccc7c/top-power-sector-deals-in-2024.html,0.531,POSITIVE,0.998
12/19/2024,04:39:00,China Matters' Feature: Beidahuang: Green Development on Black Soil,PR Newswire,STORY,https://finance.yahoo.com/news/china-matters-feature-beidahuang-green-083900480.html,0.519,POSITIVE,0.887
12/19/2024,04:37:00,Ultimovacs ASA: Notice of extraordinary general meeting on 9 January 2024 - CORRECTION,GlobeNewswire,STORY,https://finance.yahoo.com/news/ultimovacs-asa-notice-extraordinary-general-083700457.html,0.508,NEGATIVE,0.845
12/19/2024,04:35:31,"Police investigating Maryland shooting and crash that killed 1, injured 9",USA TODAY,STORY,https://finance.yahoo.com/m/30fd8c78-f9db-326e-a149-f18c743b58d9/police-investigating-maryland.html,0.498,POSITIVE,0.712
12/20/2024,04:00:00,"First Majestic Provides Update Regarding Gatos Silver's Joint Venture with Dowa Metals & Mining Co., Ltd.",Newsfile,STORY,https://finance.yahoo.com/news/first-majestic-provides-regarding-gatos-040000935.html,0.521,NEGATIVE,0.843
12/20/2024,03:57:00,"CGTN: New highland: Macao boosts tech innovation, talent cultivation for diversified growth",CNW Group,STORY,https://finance.yahoo.com/news/cgtn-highland-macao-boosts-tech-035700326.html,0.563,POSITIVE,0.998
12/20/2024,03:51:27,Dow Jones Futures Fall; Government Shutdown Nears After Trump-Backed Bill Fails,Investor's Business Daily,STORY,https://finance.yahoo.com/m/63f05adb-8d12-3a92-a66c-1bce213adce2/dow-jones-futures-fall%3B.html,0.497,NEGATIVE,1.0
12/20/2024,03:47:00,Humacyte Announces FDA Approval of SYMVESS™ (acellular tissue engineered vessel-tyod) for the Treatment of Extremity Vascular Trauma,GlobeNewswire,STORY,https://finance.yahoo.com/news/humacyte-announces-fda-approval-symvess-034700671.html,0.505,POSITIVE,0.869
12/20/2024,03:44:41,Why currency volatility could be the market's 'Achilles heel' in 2025,Business Insider,STORY,https://finance.yahoo.com/m/422237ba-6866-3267-bdb4-3bcd333797c5/why-currency-volatility-could.html,0.549,NEGATIVE,0.983
12/20/2024,03:35:25,Shareholders in Hiap Hoe (SGX:5JK) are in the red if they invested five years ago,Simply Wall St.,STORY,https://finance.yahoo.com/news/shareholders-hiap-hoe-sgx-5jk-033525274.html,0.519,NEGATIVE,0.962
12/20/2024,03:34:29,Historical CD interest rates: 1984-2024,Bankrate,STORY,https://finance.yahoo.com/news/historical-cd-interest-rates-1984-171349026.html,0.516,POSITIVE,0.998
12/20/2024,03:32:52,Oil Heads for Weekly Drop as Dollar Strengthens on Fed Outlook,Bloomberg,STORY,https://finance.yahoo.com/news/oil-heads-weekly-drop-dollar-233130565.html,0.511,NEGATIVE,0.927
