date,post,site sentiment,PTR Sentiment,Flair Outlook,Flair Sentiment
11/8/2024,"$iwm $ma $qqq $spy look at the dow  the since the 1896 . look at the s&p since 1957. business , innovation, markets , money 💰 they increase - or else you wouldn’t have a market to make money in ……  so shut up 🤫",,0.5542,NEGATIVE,0.9997
11/8/2024,imminent market crash!!  $axo $ma $spy $qqq $iwm,,0.5381,NEGATIVE,0.9992
11/8/2024, where does visa inc landing ? youtube.com/watch?v=-blyg41...,,0.5169,NEGATIVE,0.7194
11/8/2024,post election pop makes perfect sense.  trump victory renders ftc chair khan powerless.  next stop $350.00.  been holding since 2017 and next lot since 2020,,0.5185,NEGATIVE,0.8999
11/8/2024,i sold out of $nvda and,,0.515,NEGATIVE,0.9299
11/8/2024,"$pdd temu's rapid growth in the u.s. bargain shopping market could reach $18 billion in sales this year, marking a strong presence. however, citigroup has paused payment handling due to concerns from visa about counterfeit goods on the platform.",,0.5756,POSITIVE,0.6706
11/8/2024,$nke $amzn $msft suggested for $dji us dow jones industrial average - value screen: unclestock.com/index/dji,,0.5162,NEGATIVE,0.9992
11/8/2024,$meta $goog $qcom suggested for $sp100 us s&p 100 index - value screen: unclestock.com/index/sp100,,0.5179,NEGATIVE,0.9432
11/8/2024,$c $jpm $jpme ... they brought it down this low when it's demands doubles .... #)lithium $lithiumstock $stock @benzinga @kingdips @seeking_alpha_ @tradingview @ziggmaportfoliomanager @bloombergnews @koyfincharts @thestreet,,0.5229,NEGATIVE,0.7875
11/8/2024,"quiver's dan meuser strategy is up 10.41% this month, here are some of the top holdings: ( $nvda ) - 48% position ( $msft ) - 8% position ( $googl ) - 7% position ( $aapl ) - 7% position ( ) - 4% position to see the full holdings list, and replicate the strategy, visit quiverquant.com/strategies/",,0.5333,NEGATIVE,0.6159
11/8/2024,how's your 2024? this also shows the 2023 summary resuts.  this again proves why i only buy when h% is low is the correct strategy. many traders buy the random levels and lose.  the result speaks for itself. $jpm $btc.x $ko $pep,,0.532,NEGATIVE,0.9984
11/8/2024,dividend watch: three companies boosting quarterly payouts $fix $abbv talkmarkets.com/content/sto...,,0.525,NEGATIVE,0.9835
11/7/2024,"fun little game, guess which ticker is this that was traded on october 14th?  i don't make random trades, my strategy is to buy when h% is low. worked out again this time. all possible from only buying when h% is low.  look at the each steps shown $xom $jpm $sqqq $dia",,0.5179,POSITIVE,0.989
11/7/2024,looks like hit my price of $306.44 because my $305 11/22 puts just went through.,,0.515,NEGATIVE,0.9997
11/7/2024,$vz $tgt $pll supply and demand .... #usadstocks,,0.5375,POSITIVE,0.9998
11/7/2024,"$usio $xlf $ma $sq fintech stocks. dirt-cheap usio (usio) with the fortress balance sheet announces great results including doubling payments processing volume along with bright outlook with more growth on the horizon. among other positives, usio's adjusted ebitda in q3 2024 was almost $800,000, which is more than double compared to prior year period: globenewswire.com/news-rele...",,0.5412,NEGATIVE,0.9939
11/7/2024,$tsla $sna dividend stocks / growth  / new president,,0.615,POSITIVE,0.9842
11/7/2024,why has the spdr financial xlf etf surged to a record high? $brk.a $jpm $kre $xlf talkmarkets.com/content/etf...,,0.5213,NEGATIVE,0.9985
11/7/2024,$axp $bac warren buffett still hitting home runs at 94 years old  all that drama of him reducing / trimming is simply portfolio management $ma $fas unreal insane moves,,0.5114,NEGATIVE,0.9981
11/7/2024,let's play a game. guess which ticker this is. this is the play from 10/29 from buying when h% is low. got buy fills + timestamps + gain % for those who are skeptical. buying when h% was low was the perfect level for a reversal trade again.  this is now the 27th time now buying for the perfect or near perfect level for a reversal. $xom $jpm $sqqq $dia,,0.5176,NEGATIVE,0.9763
11/7/2024,@kingkingking,,0.5,POSITIVE,0.6775
11/7/2024,nancy the queen 👸 she sold all her visa,,0.506,NEGATIVE,0.9879
11/7/2024,"$ibit $brk.b $nflx and this is a major red flag. money flow at bottom tells it. the money flow didn't even takeout the previous high (red box) it contradicts the story told.  if the inflow was that large, money would be higher than the previous high.",,0.5195,NEGATIVE,1.0
11/6/2024,$nflx $brk.b $ibit they dumping,,0.502,NEGATIVE,0.9997
11/6/2024,"$ibit had its biggest volume day ever with $4.1 billion traded 🤯 that's more than $brk.b , $nflx , or saw today. with a 10% jump, it’s their second-best day ever. chart from @ebalchunas 🔥",,0.5257,NEGATIVE,0.7456
11/6/2024,"from bloomberg's eric balchunas:| $ibit just had its biggest volume day ever with $4.1b traded. for context that's more volume than stocks like $brk.b , $nflx or saw today. it was also up 10%, its second best day since launching. some of this will convert into inflows likely hitting tue, wed night $btc.x",,0.5268,NEGATIVE,0.999
11/6/2024,not sure why fintech are flying today but i am surely happy to own 4 of them :-),,0.5325,POSITIVE,0.998
11/6/2024,for a longtime holder,,0.5,POSITIVE,0.9955
11/6/2024,"$ma eu investigating mastercard, visa retailer fees, reuters reports european union antitrust regulators are investigating whether the fees charged by visa (v) and mastercard (ma) have a negative impact on retailers, foo yun chee of reuters reports, citing an eu document seen by the news agency. the european commission sent questionnaires about both visa and mastercard to retailers and payment service providers in september, giving them until october to respond, according to reuters. ""we have no further comment to make, as the investigation is ongoing,"" the eu antitrust watchdog said when asked by reuters to comment on the contents of the document. such questionnaires usually help eu regulators to develop an anti-trust case, reuters notes.",,0.5191,NEGATIVE,0.9955
11/6/2024,$bac $jpm $gs i guess buffett will sell more banks !!,,0.5064,NEGATIVE,0.9542
11/6/2024,"keeps testing 306 level, make or break",,0.509,POSITIVE,0.9942
11/6/2024, why visa inc boom ?? youtube.com/watch?v=-blyg41...,,0.5219,NEGATIVE,0.9876
11/6/2024,"$dfs i’m trimming financials across the board today.  i can’t  keep everything at these levels. $axp , , $cof .   full year gains in a day is too far too fast.     i  have to rebalance and add cash here.   good luck longs.  one hell of a day",,0.5427,NEGATIVE,0.9876
11/6/2024,$jpm $gs $ma financial sector especially going nuts today.,,0.535,NEGATIVE,0.9422
11/6/2024,❤️ this one long time holder ath,,0.5475,NEGATIVE,0.9675
11/6/2024,$goog $goog $spy  “the doj can kiss my ass” - donald trump probably,,0.501,NEGATIVE,0.848
11/6/2024,lovely all time high,,0.5483,POSITIVE,0.9984
11/6/2024,woweee 😅,,0.5,POSITIVE,0.9793
11/6/2024,"like i've said for many years, one of the greatest stock ever!!!!  been holding for five years-plus.  eat shit bears",,0.5912,POSITIVE,0.9998
11/6/2024,$spy $ma $axp are these trump trades? never knew,,0.5021,NEGATIVE,0.9971
11/6/2024,$dpst $fas $tna america 🇺🇸 $jpm,,0.5125,NEGATIVE,0.971
11/5/2024,counting on cuts $ma $mcd $idex thetranscript.substack.com/...,,0.5012,NEGATIVE,0.9973
11/5/2024,nancy pelosi  sold all her visa stock $axp $spy $qqq $ndx 🧞‍♂️.,,0.548,NEGATIVE,0.9953
11/5/2024,$ma $axp what happens when interest rates come crashing down $qqq $qqq  credit card companies going to take the hit,,0.5173,NEGATIVE,0.9943
